2023-11-09 21:00:00.0720–TRACE–2023/11/09 21:00:00:0719| 1|  COM5| S | CommandID     49| FA52010501
2023-11-09 21:00:02.1810–TRACE–2023/11/09 21:00:02:1810| 1|  COM5| S | CommandID     61| FA52010501
2023-11-09 21:00:02.1978–TRACE–2023/11/09 21:00:02:1978| 1|  COM5| R | CommandID     61| FA010401100D0A
2023-11-09 21:00:02.2906–TRACE–2023/11/09 21:00:02:2906| 1|  COM5| S | CommandID     62| FA52030501
2023-11-09 21:00:02.3062–TRACE–2023/11/09 21:00:02:3062| 1|  COM5| R | CommandID     62| FA0304014C0D0A
2023-11-09 21:00:02.4012–TRACE–2023/11/09 21:00:02:4012| 1|  COM5| S | CommandID     63| FA52020501
2023-11-09 21:00:02.4167–TRACE–2023/11/09 21:00:02:4167| 1|  COM5| R | CommandID     63| FA020401500D0A
2023-11-09 21:00:02.9012–TRACE–2023/11/09 21:00:02:9012| 1|  COM5| S | CommandID     64| FA52010405
2023-11-09 21:00:02.9174–TRACE–2023/11/09 21:00:02:9174| 1|  COM5| R | CommandID     64| FA0104164A0D0A
2023-11-09 21:00:03.0120–TRACE–2023/11/09 21:00:03:0120| 1|  COM5| S | CommandID     65| FA52020405
2023-11-09 21:00:03.0259–TRACE–2023/11/09 21:00:03:0259| 1|  COM5| R | CommandID     65| FA020423360D0A
2023-11-09 21:00:03.1249–TRACE–2023/11/09 21:00:03:1249| 1|  COM5| S | CommandID     66| FA52030405
2023-11-09 21:00:03.1530–TRACE–2023/11/09 21:00:03:1530| 1|  COM5| R | CommandID     66| FA030427460D0A
2023-11-09 21:00:03.2397–TRACE–2023/11/09 21:00:03:2396| 1|  COM5| S | CommandID     67| FA52010501
2023-11-09 21:00:03.2652–TRACE–2023/11/09 21:00:03:2651| 1|  COM5| R | CommandID     67| FA010401280D0A
2023-11-09 21:00:03.3430–TRACE–2023/11/09 21:00:03:3430| 1|  COM5| S | CommandID     68| FA52030501
2023-11-09 21:00:03.3702–TRACE–2023/11/09 21:00:03:3702| 1|  COM5| R | CommandID     68| FA030401240D0A
2023-11-09 21:00:03.4509–TRACE–2023/11/09 21:00:03:4509| 1|  COM5| S | CommandID     69| FA52020501
2023-11-09 21:00:03.4647–TRACE–2023/11/09 21:00:03:4647| 1|  COM5| R | CommandID     69| FA020401080D0A
2023-11-09 21:00:03.9626–TRACE–2023/11/09 21:00:03:9625| 1|  COM5| S | CommandID     70| FA52010405
2023-11-09 21:00:03.9794–TRACE–2023/11/09 21:00:03:9794| 1|  COM5| R | CommandID     70| FA01044A160D0A
2023-11-09 21:00:04.0714–TRACE–2023/11/09 21:00:04:0713| 1|  COM5| S | CommandID     71| FA52020405
2023-11-09 21:00:04.0883–TRACE–2023/11/09 21:00:04:0883| 1|  COM5| R | CommandID     71| FA020445350D0A
2023-11-09 21:00:04.1814–TRACE–2023/11/09 21:00:04:1814| 1|  COM5| S | CommandID     72| FA52030405
2023-11-09 21:00:04.1976–TRACE–2023/11/09 21:00:04:1976| 1|  COM5| R | CommandID     72| FA0304393E0D0A
2023-11-09 21:00:04.2906–TRACE–2023/11/09 21:00:04:2905| 1|  COM5| S | CommandID     73| FA52010501
2023-11-09 21:00:04.3085–TRACE–2023/11/09 21:00:04:3085| 1|  COM5| R | CommandID     73| FA010401000D0A
2023-11-09 21:00:04.4011–TRACE–2023/11/09 21:00:04:4011| 1|  COM5| S | CommandID     74| FA52030501
2023-11-09 21:00:04.4154–TRACE–2023/11/09 21:00:04:4154| 1|  COM5| R | CommandID     74| FA030401100D0A
2023-11-09 21:00:04.5132–TRACE–2023/11/09 21:00:04:5132| 1|  COM5| S | CommandID     75| FA52020501
2023-11-09 21:00:04.5478–TRACE–2023/11/09 21:00:04:5478| 1|  COM5| R | CommandID     75| FA020401380D0A
2023-11-09 21:00:05.0246–TRACE–2023/11/09 21:00:05:0246| 1|  COM5| S | CommandID     76| FA52010405
2023-11-09 21:00:05.0411–TRACE–2023/11/09 21:00:05:0411| 1|  COM5| R | CommandID     76| FA010421270D0A
2023-11-09 21:00:05.1340–TRACE–2023/11/09 21:00:05:1340| 1|  COM5| S | CommandID     77| FA52020405
2023-11-09 21:00:05.1505–TRACE–2023/11/09 21:00:05:1505| 1|  COM5| R | CommandID     77| FA02041D170D0A
2023-11-09 21:00:05.2437–TRACE–2023/11/09 21:00:05:2437| 1|  COM5| S | CommandID     78| FA52030405
2023-11-09 21:00:05.2598–TRACE–2023/11/09 21:00:05:2598| 1|  COM5| R | CommandID     78| FA0304451C0D0A
2023-11-09 21:00:05.3551–TRACE–2023/11/09 21:00:05:3550| 1|  COM5| S | CommandID     79| FA52010501
2023-11-09 21:00:05.3698–TRACE–2023/11/09 21:00:05:3698| 1|  COM5| R | CommandID     79| FA0104011C0D0A
2023-11-09 21:00:05.4649–TRACE–2023/11/09 21:00:05:4649| 1|  COM5| S | CommandID     80| FA52030501
2023-11-09 21:00:05.4792–TRACE–2023/11/09 21:00:05:4791| 1|  COM5| R | CommandID     80| FA030401200D0A
2023-11-09 21:00:05.5754–TRACE–2023/11/09 21:00:05:5754| 1|  COM5| S | CommandID     81| FA52020501
2023-11-09 21:00:05.5885–TRACE–2023/11/09 21:00:05:5885| 1|  COM5| R | CommandID     81| FA020401300D0A
2023-11-09 21:00:06.0754–TRACE–2023/11/09 21:00:06:0754| 1|  COM5| S | CommandID     82| FA57000201
2023-11-09 21:00:06.0887–TRACE–2023/11/09 21:00:06:0887| 1|  COM5| R | CommandID     82| C30D0A
2023-11-09 21:00:08.0880–TRACE–2023/11/09 21:00:08:0880| 1|  COM5| S | CommandID     83| FA52010002
2023-11-09 21:00:08.1055–TRACE–2023/11/09 21:00:08:1055| 1|  COM5| R | CommandID     83| FA010403040D0A
2023-11-09 21:00:08.1975–TRACE–2023/11/09 21:00:08:1974| 1|  COM5| S | CommandID     84| FA52020002
2023-11-09 21:00:08.2125–TRACE–2023/11/09 21:00:08:2125| 1|  COM5| R | CommandID     84| FA020403040D0A
2023-11-09 21:00:08.3068–TRACE–2023/11/09 21:00:08:3068| 1|  COM5| S | CommandID     85| FA52030002
2023-11-09 21:00:08.3228–TRACE–2023/11/09 21:00:08:3228| 1|  COM5| R | CommandID     85| FA030403040D0A
2023-11-09 21:00:08.4194–TRACE–2023/11/09 21:00:08:4194| 1|  COM5| S | CommandID     86| FA52010001
2023-11-09 21:00:08.4325–TRACE–2023/11/09 21:00:08:4324| 1|  COM5| R | CommandID     86| FA010401020D0A
2023-11-09 21:00:08.5323–TRACE–2023/11/09 21:00:08:5323| 1|  COM5| S | CommandID     87| FA52020001
2023-11-09 21:00:08.5583–TRACE–2023/11/09 21:00:08:5583| 1|  COM5| R | CommandID     87| FA020401020D0A
2023-11-09 21:00:08.6383–TRACE–2023/11/09 21:00:08:6383| 1|  COM5| S | CommandID     88| FA52030001
2023-11-09 21:00:08.6511–TRACE–2023/11/09 21:00:08:6511| 1|  COM5| R | CommandID     88| FA030401020D0A
2023-11-09 21:00:08.7505–TRACE–2023/11/09 21:00:08:7505| 1|  COM5| S | CommandID     89| FA52010401
2023-11-09 21:00:08.7802–TRACE–2023/11/09 21:00:08:7802| 1|  COM5| R | CommandID     89| FA010A0101020304050607080D0A
2023-11-09 21:00:08.8562–TRACE–2023/11/09 21:00:08:8562| 1|  COM5| S | CommandID     90| FA52020401
2023-11-09 21:00:08.8693–TRACE–2023/11/09 21:00:08:8693| 1|  COM5| R | CommandID     90| FA020A0101020304050607080D0A
2023-11-09 21:00:08.9641–TRACE–2023/11/09 21:00:08:9640| 1|  COM5| S | CommandID     91| FA52030401
2023-11-09 21:00:08.9796–TRACE–2023/11/09 21:00:08:9796| 1|  COM5| R | CommandID     91| FA030A0101020304050607080D0A
2023-11-09 21:00:09.0744–TRACE–2023/11/09 21:00:09:0744| 1|  COM5| S | CommandID     92| FA52010101
2023-11-09 21:00:09.0886–TRACE–2023/11/09 21:00:09:0886| 1|  COM5| R | CommandID     92| FA0103640D0A
2023-11-09 21:00:09.1818–TRACE–2023/11/09 21:00:09:1818| 1|  COM5| S | CommandID     93| FA52020101
2023-11-09 21:00:09.1973–TRACE–2023/11/09 21:00:09:1972| 1|  COM5| R | CommandID     93| FA0203640D0A
2023-11-09 21:00:09.2942–TRACE–2023/11/09 21:00:09:2942| 1|  COM5| S | CommandID     94| FA52030101
2023-11-09 21:00:09.3062–TRACE–2023/11/09 21:00:09:3062| 1|  COM5| R | CommandID     94| FA0303640D0A
2023-11-09 21:00:09.4063–TRACE–2023/11/09 21:00:09:4062| 1|  COM5| S | CommandID     95| FA52010402
2023-11-09 21:00:09.4353–TRACE–2023/11/09 21:00:09:4353| 1|  COM5| R | CommandID     95| FA010400870D0A
2023-11-09 21:00:09.5089–TRACE–2023/11/09 21:00:09:5088| 1|  COM5| S | CommandID     96| FA52020402
2023-11-09 21:00:09.5267–TRACE–2023/11/09 21:00:09:5267| 1|  COM5| R | CommandID     96| FA020400870D0A
2023-11-09 21:00:09.6258–TRACE–2023/11/09 21:00:09:6257| 1|  COM5| S | CommandID     97| FA52030402
2023-11-09 21:00:09.6509–TRACE–2023/11/09 21:00:09:6509| 1|  COM5| R | CommandID     97| FA030400890D0A
2023-11-09 21:00:09.7347–TRACE–2023/11/09 21:00:09:7347| 1|  COM5| S | CommandID     98| FA52010403
2023-11-09 21:00:09.7595–TRACE–2023/11/09 21:00:09:7595| 1|  COM5| R | CommandID     98| FA01054157550D0A
2023-11-09 21:00:09.8435–TRACE–2023/11/09 21:00:09:8435| 1|  COM5| S | CommandID     99| FA52020403
2023-11-09 21:00:09.8720–TRACE–2023/11/09 21:00:09:8720| 1|  COM5| R | CommandID     99| FA02054559550D0A
2023-11-09 21:00:09.9566–TRACE–2023/11/09 21:00:09:9566| 1|  COM5| S | CommandID    100| FA52030403
2023-11-09 21:00:09.9816–TRACE–2023/11/09 21:00:09:9815| 1|  COM5| R | CommandID    100| FA03054155550D0A
2023-11-09 21:00:10.0620–TRACE–2023/11/09 21:00:10:0620| 1|  COM5| S | CommandID    101| FA52010404
2023-11-09 21:00:10.0898–TRACE–2023/11/09 21:00:10:0898| 1|  COM5| R | CommandID    101| FA01034B0D0A
2023-11-09 21:00:10.1683–TRACE–2023/11/09 21:00:10:1683| 1|  COM5| S | CommandID    102| FA52020404
2023-11-09 21:00:10.2367–TRACE–2023/11/09 21:00:10:2367| 1|  COM5| R | CommandID    102| FA02034B0D0A
2023-11-09 21:16:38.7568–TRACE–2023/11/09 21:16:38:7540| 0|  COM5| S | CommandID      0| FA57000201
2023-11-09 21:16:38.7688–TRACE–2023/11/09 21:16:38:7688| 0|  COM5| R | CommandID      0| C30D0A
2023-11-09 21:16:40.7589–TRACE–2023/11/09 21:16:40:7589| 0|  COM5| S | CommandID      1| FA52010002
2023-11-09 21:16:40.7768–TRACE–2023/11/09 21:16:40:7768| 0|  COM5| R | CommandID      1| FA010403040D0A
2023-11-09 21:16:40.8708–TRACE–2023/11/09 21:16:40:8708| 0|  COM5| S | CommandID      2| FA52020002
2023-11-09 21:16:40.8843–TRACE–2023/11/09 21:16:40:8843| 0|  COM5| R | CommandID      2| FA020403040D0A
2023-11-09 21:16:40.9800–TRACE–2023/11/09 21:16:40:9800| 0|  COM5| S | CommandID      3| FA52030002
2023-11-09 21:16:40.9944–TRACE–2023/11/09 21:16:40:9944| 0|  COM5| R | CommandID      3| FA030403040D0A
2023-11-09 21:16:41.0883–TRACE–2023/11/09 21:16:41:0883| 0|  COM5| S | CommandID      4| FA52010001
2023-11-09 21:16:41.1046–TRACE–2023/11/09 21:16:41:1046| 0|  COM5| R | CommandID      4| FA010401020D0A
2023-11-09 21:16:41.1991–TRACE–2023/11/09 21:16:41:1991| 0|  COM5| S | CommandID      5| FA52020001
2023-11-09 21:16:41.2135–TRACE–2023/11/09 21:16:41:2135| 0|  COM5| R | CommandID      5| FA020401020D0A
2023-11-09 21:16:41.3111–TRACE–2023/11/09 21:16:41:3111| 0|  COM5| S | CommandID      6| FA52030001
2023-11-09 21:16:41.3229–TRACE–2023/11/09 21:16:41:3229| 0|  COM5| R | CommandID      6| FA030401020D0A
2023-11-09 21:16:41.4202–TRACE–2023/11/09 21:16:41:4202| 0|  COM5| S | CommandID      7| FA52010401
2023-11-09 21:16:41.4316–TRACE–2023/11/09 21:16:41:4316| 0|  COM5| R | CommandID      7| FA010A0101020304050607080D0A
2023-11-09 21:16:41.5264–TRACE–2023/11/09 21:16:41:5263| 0|  COM5| S | CommandID      8| FA52020401
2023-11-09 21:16:41.5426–TRACE–2023/11/09 21:16:41:5426| 0|  COM5| R | CommandID      8| FA020A0101020304050607080D0A
2023-11-09 21:16:41.6372–TRACE–2023/11/09 21:16:41:6372| 0|  COM5| S | CommandID      9| FA52030401
2023-11-09 21:16:41.6525–TRACE–2023/11/09 21:16:41:6525| 0|  COM5| R | CommandID      9| FA030A0101020304050607080D0A
2023-11-09 21:16:41.7441–TRACE–2023/11/09 21:16:41:7440| 0|  COM5| S | CommandID     10| FA52010101
2023-11-09 21:16:41.7596–TRACE–2023/11/09 21:16:41:7596| 0|  COM5| R | CommandID     10| FA0103640D0A
2023-11-09 21:16:41.8586–TRACE–2023/11/09 21:16:41:8586| 0|  COM5| S | CommandID     11| FA52020101
2023-11-09 21:16:41.8707–TRACE–2023/11/09 21:16:41:8707| 0|  COM5| R | CommandID     11| FA0203640D0A
2023-11-09 21:16:41.9720–TRACE–2023/11/09 21:16:41:9720| 0|  COM5| S | CommandID     12| FA52030101
2023-11-09 21:16:41.9963–TRACE–2023/11/09 21:16:41:9963| 0|  COM5| R | CommandID     12| FA0303640D0A
2023-11-09 21:16:42.0837–TRACE–2023/11/09 21:16:42:0837| 0|  COM5| S | CommandID     13| FA52010402
2023-11-09 21:16:42.1052–TRACE–2023/11/09 21:16:42:1052| 0|  COM5| R | CommandID     13| FA010400850D0A
2023-11-09 21:16:42.1987–TRACE–2023/11/09 21:16:42:1987| 0|  COM5| S | CommandID     14| FA52020402
2023-11-09 21:16:42.2123–TRACE–2023/11/09 21:16:42:2123| 0|  COM5| R | CommandID     14| FA020400850D0A
2023-11-09 21:16:42.3086–TRACE–2023/11/09 21:16:42:3086| 0|  COM5| S | CommandID     15| FA52030402
2023-11-09 21:16:42.3233–TRACE–2023/11/09 21:16:42:3233| 0|  COM5| R | CommandID     15| FA030400890D0A
2023-11-09 21:16:42.4199–TRACE–2023/11/09 21:16:42:4199| 0|  COM5| S | CommandID     16| FA52010403
2023-11-09 21:16:42.4318–TRACE–2023/11/09 21:16:42:4318| 0|  COM5| R | CommandID     16| FA01054357550D0A
2023-11-09 21:16:42.5289–TRACE–2023/11/09 21:16:42:5289| 0|  COM5| S | CommandID     17| FA52020403
2023-11-09 21:16:42.5408–TRACE–2023/11/09 21:16:42:5408| 0|  COM5| R | CommandID     17| FA02054159550D0A
2023-11-09 21:16:42.6392–TRACE–2023/11/09 21:16:42:6392| 0|  COM5| S | CommandID     18| FA52030403
2023-11-09 21:16:42.6653–TRACE–2023/11/09 21:16:42:6653| 0|  COM5| R | CommandID     18| FA03054355550D0A
2023-11-09 21:16:42.7525–TRACE–2023/11/09 21:16:42:7525| 0|  COM5| S | CommandID     19| FA52010404
2023-11-09 21:16:42.7752–TRACE–2023/11/09 21:16:42:7752| 0|  COM5| R | CommandID     19| FA01034B0D0A
2023-11-09 21:16:42.8540–TRACE–2023/11/09 21:16:42:8540| 0|  COM5| S | CommandID     20| FA52020404
2023-11-09 21:16:42.8695–TRACE–2023/11/09 21:16:42:8694| 0|  COM5| R | CommandID     20| FA02034B0D0A
2023-11-09 21:16:42.9670–TRACE–2023/11/09 21:16:42:9670| 0|  COM5| S | CommandID     21| FA52030404
2023-11-09 21:16:42.9782–TRACE–2023/11/09 21:16:42:9782| 0|  COM5| R | CommandID     21| FA03034B0D0A
2023-11-09 21:16:43.0771–TRACE–2023/11/09 21:16:43:0771| 0|  COM5| S | CommandID     22| FA52010405
2023-11-09 21:16:43.0891–TRACE–2023/11/09 21:16:43:0891| 0|  COM5| R | CommandID     22| FA01043D4A0D0A
2023-11-09 21:16:43.1859–TRACE–2023/11/09 21:16:43:1859| 0|  COM5| S | CommandID     23| FA52020405
2023-11-09 21:16:43.1978–TRACE–2023/11/09 21:16:43:1978| 0|  COM5| R | CommandID     23| FA0204480D0D0A
2023-11-09 21:16:43.2959–TRACE–2023/11/09 21:16:43:2958| 0|  COM5| S | CommandID     24| FA52030405
2023-11-09 21:16:43.3243–TRACE–2023/11/09 21:16:43:3243| 0|  COM5| R | CommandID     24| FA0304204D0D0A
2023-11-09 21:16:43.4037–TRACE–2023/11/09 21:16:43:4037| 0|  COM5| S | CommandID     25| FA52010501
2023-11-09 21:16:43.4157–TRACE–2023/11/09 21:16:43:4156| 0|  COM5| R | CommandID     25| FA010401500D0A
2023-11-09 21:16:43.5153–TRACE–2023/11/09 21:16:43:5153| 0|  COM5| S | CommandID     26| FA52030501
2023-11-09 21:16:43.5423–TRACE–2023/11/09 21:16:43:5423| 0|  COM5| R | CommandID     26| FA030401200D0A
2023-11-09 21:16:43.6259–TRACE–2023/11/09 21:16:43:6259| 0|  COM5| S | CommandID     27| FA52020501
2023-11-09 21:16:43.6501–TRACE–2023/11/09 21:16:43:6500| 0|  COM5| R | CommandID     27| FA020405480D0A
2023-11-09 21:16:44.1383–TRACE–2023/11/09 21:16:44:1383| 0|  COM5| S | CommandID     28| FA52010405
2023-11-09 21:16:44.1498–TRACE–2023/11/09 21:16:44:1498| 0|  COM5| R | CommandID     28| FA010413370D0A
2023-11-09 21:16:44.2475–TRACE–2023/11/09 21:16:44:2475| 0|  COM5| S | CommandID     29| FA52020405
2023-11-09 21:16:44.2591–TRACE–2023/11/09 21:16:44:2591| 0|  COM5| R | CommandID     29| FA020433180D0A
2023-11-09 21:16:44.3593–TRACE–2023/11/09 21:16:44:3593| 0|  COM5| S | CommandID     30| FA52030405
2023-11-09 21:16:44.3865–TRACE–2023/11/09 21:16:44:3865| 0|  COM5| R | CommandID     30| FA030427170D0A
2023-11-09 21:16:44.4668–TRACE–2023/11/09 21:16:44:4668| 0|  COM5| S | CommandID     31| FA52010501
2023-11-09 21:16:44.4807–TRACE–2023/11/09 21:16:44:4807| 0|  COM5| R | CommandID     31| FA0104010C0D0A
2023-11-09 21:16:44.5780–TRACE–2023/11/09 21:16:44:5780| 0|  COM5| S | CommandID     32| FA52030501
2023-11-09 21:16:44.6050–TRACE–2023/11/09 21:16:44:6050| 0|  COM5| R | CommandID     32| FA030401100D0A
2023-11-09 21:16:44.6862–TRACE–2023/11/09 21:16:44:6862| 0|  COM5| S | CommandID     33| FA52020501
2023-11-09 21:16:44.7136–TRACE–2023/11/09 21:16:44:7136| 0|  COM5| R | CommandID     33| FA0204013C0D0A
2023-11-09 21:16:45.1991–TRACE–2023/11/09 21:16:45:1991| 0|  COM5| S | CommandID     34| FA52010405
2023-11-09 21:16:45.2132–TRACE–2023/11/09 21:16:45:2132| 0|  COM5| R | CommandID     34| FA01044B350D0A
2023-11-09 21:16:45.3072–TRACE–2023/11/09 21:16:45:3071| 0|  COM5| S | CommandID     35| FA52020405
2023-11-09 21:16:45.3214–TRACE–2023/11/09 21:16:45:3214| 0|  COM5| R | CommandID     35| FA02042C250D0A
2023-11-09 21:16:45.4200–TRACE–2023/11/09 21:16:45:4200| 0|  COM5| S | CommandID     36| FA52030405
2023-11-09 21:16:45.4317–TRACE–2023/11/09 21:16:45:4317| 0|  COM5| R | CommandID     36| FA03042D4B0D0A
2023-11-09 21:16:45.5289–TRACE–2023/11/09 21:16:45:5289| 0|  COM5| S | CommandID     37| FA52010501
2023-11-09 21:16:45.5401–TRACE–2023/11/09 21:16:45:5401| 0|  COM5| R | CommandID     37| FA010405000D0A
2023-11-09 21:16:45.6440–TRACE–2023/11/09 21:16:45:6440| 0|  COM5| S | CommandID     38| FA52030501
2023-11-09 21:16:45.6690–TRACE–2023/11/09 21:16:45:6690| 0|  COM5| R | CommandID     38| FA030401140D0A
2023-11-09 21:16:45.7551–TRACE–2023/11/09 21:16:45:7550| 0|  COM5| S | CommandID     39| FA52020501
2023-11-09 21:16:45.7781–TRACE–2023/11/09 21:16:45:7781| 0|  COM5| R | CommandID     39| FA020401440D0A
2023-11-09 21:16:46.2613–TRACE–2023/11/09 21:16:46:2613| 0|  COM5| S | CommandID     40| FA52010405
2023-11-09 21:16:46.2764–TRACE–2023/11/09 21:16:46:2764| 0|  COM5| R | CommandID     40| FA010433300D0A
2023-11-09 21:16:46.3722–TRACE–2023/11/09 21:16:46:3722| 0|  COM5| S | CommandID     41| FA52020405
2023-11-09 21:16:46.3873–TRACE–2023/11/09 21:16:46:3873| 0|  COM5| R | CommandID     41| FA020439410D0A
2023-11-09 21:16:46.4825–TRACE–2023/11/09 21:16:46:4825| 0|  COM5| S | CommandID     42| FA52030405
2023-11-09 21:16:46.4954–TRACE–2023/11/09 21:16:46:4954| 0|  COM5| R | CommandID     42| FA03042B390D0A
2023-11-09 21:16:46.5895–TRACE–2023/11/09 21:16:46:5895| 0|  COM5| S | CommandID     43| FA52010501
2023-11-09 21:16:46.6028–TRACE–2023/11/09 21:16:46:6028| 0|  COM5| R | CommandID     43| FA010401000D0A
2023-11-09 21:16:46.7041–TRACE–2023/11/09 21:16:46:7041| 0|  COM5| S | CommandID     44| FA52030501
2023-11-09 21:16:46.7323–TRACE–2023/11/09 21:16:46:7323| 0|  COM5| R | CommandID     44| FA030401040D0A
2023-11-09 21:16:46.8081–TRACE–2023/11/09 21:16:46:8080| 0|  COM5| S | CommandID     45| FA52020501
2023-11-09 21:16:46.8231–TRACE–2023/11/09 21:16:46:8231| 0|  COM5| R | CommandID     45| FA0204011C0D0A
2023-11-09 21:16:47.3238–TRACE–2023/11/09 21:16:47:3238| 0|  COM5| S | CommandID     46| FA52010405
2023-11-09 21:16:47.3391–TRACE–2023/11/09 21:16:47:3391| 0|  COM5| R | CommandID     46| FA01041D110D0A
2023-11-09 21:16:47.4349–TRACE–2023/11/09 21:16:47:4349| 0|  COM5| S | CommandID     47| FA52020405
2023-11-09 21:16:47.4479–TRACE–2023/11/09 21:16:47:4479| 0|  COM5| R | CommandID     47| FA0204311B0D0A
2023-11-09 21:16:47.5437–TRACE–2023/11/09 21:16:47:5437| 0|  COM5| S | CommandID     48| FA52030405
2023-11-09 21:16:47.5561–TRACE–2023/11/09 21:16:47:5561| 0|  COM5| R | CommandID     48| FA0304390E0D0A
2023-11-09 21:16:47.6523–TRACE–2023/11/09 21:16:47:6523| 0|  COM5| S | CommandID     49| FA52010501
2023-11-09 21:16:47.6673–TRACE–2023/11/09 21:16:47:6673| 0|  COM5| R | CommandID     49| FA0104015C0D0A
2023-11-09 21:16:47.7647–TRACE–2023/11/09 21:16:47:7647| 0|  COM5| S | CommandID     50| FA52030501
2023-11-09 21:16:47.7930–TRACE–2023/11/09 21:16:47:7930| 0|  COM5| R | CommandID     50| FA0304012C0D0A
2023-11-09 21:16:47.8683–TRACE–2023/11/09 21:16:47:8683| 0|  COM5| S | CommandID     51| FA52020501
2023-11-09 21:16:47.8851–TRACE–2023/11/09 21:16:47:8851| 0|  COM5| R | CommandID     51| FA0204051C0D0A
2023-11-09 21:16:48.3684–TRACE–2023/11/09 21:16:48:3684| 0|  COM5| S | CommandID     52| FA52010405
2023-11-09 21:16:48.3852–TRACE–2023/11/09 21:16:48:3851| 0|  COM5| R | CommandID     52| FA0104181D0D0A
2023-11-09 21:16:48.4852–TRACE–2023/11/09 21:16:48:4852| 0|  COM5| S | CommandID     53| FA52020405
2023-11-09 21:16:48.5127–TRACE–2023/11/09 21:16:48:5126| 0|  COM5| R | CommandID     53| FA020424310D0A
2023-11-09 21:16:48.5910–TRACE–2023/11/09 21:16:48:5910| 0|  COM5| S | CommandID     54| FA52030405
2023-11-09 21:16:48.6039–TRACE–2023/11/09 21:16:48:6039| 0|  COM5| R | CommandID     54| FA030419490D0A
2023-11-09 21:16:48.6982–TRACE–2023/11/09 21:16:48:6982| 0|  COM5| S | CommandID     55| FA52010501
2023-11-09 21:16:48.7136–TRACE–2023/11/09 21:16:48:7136| 0|  COM5| R | CommandID     55| FA010401200D0A
2023-11-09 21:16:48.8099–TRACE–2023/11/09 21:16:48:8099| 0|  COM5| S | CommandID     56| FA52030501
2023-11-09 21:16:48.8381–TRACE–2023/11/09 21:16:48:8381| 0|  COM5| R | CommandID     56| FA0304014C0D0A
2023-11-09 21:16:48.9161–TRACE–2023/11/09 21:16:48:9161| 0|  COM5| S | CommandID     57| FA52020501
2023-11-09 21:16:48.9558–TRACE–2023/11/09 21:16:48:9558| 0|  COM5| R | CommandID     57| FA020401240D0A
