2023-11-07 22:02:23.5933–TRACE–2023/11/07 22:02:23:5930| 0|  COM4| S | CommandID      0| FA57000201
2023-11-07 22:02:24.3648–TRACE–2023/11/07 22:02:24:3648| 0|  COM4| R | CommandID     38| FA01054359550D0A
2023-11-07 22:02:24.3648–TRACE–2023/11/07 22:02:24:3649| 0|  COM4| S | CommandID     39| FA52020403
2023-11-07 22:02:24.3871–TRACE–2023/11/07 22:02:24:3871| 0|  COM4| R | CommandID     39| FA02054359550D0A
2023-11-07 22:02:24.3871–TRACE–2023/11/07 22:02:24:3871| 0|  COM4| S | CommandID     40| FA52030403
2023-11-07 22:02:24.4118–TRACE–2023/11/07 22:02:24:4118| 0|  COM4| R | CommandID     40| FA03054155550D0A
2023-11-07 22:02:24.4118–TRACE–2023/11/07 22:02:24:4119| 0|  COM4| S | CommandID     41| FA52010404
2023-11-07 22:02:24.4302–TRACE–2023/11/07 22:02:24:4302| 0|  COM4| R | CommandID     41| FA01034B0D0A
2023-11-07 22:02:24.4302–TRACE–2023/11/07 22:02:24:4303| 0|  COM4| S | CommandID     42| FA52020404
2023-11-07 22:02:24.4549–TRACE–2023/11/07 22:02:24:4549| 0|  COM4| R | CommandID     42| FA02034B0D0A
2023-11-07 22:02:24.4549–TRACE–2023/11/07 22:02:24:4549| 0|  COM4| S | CommandID     43| FA52030404
2023-11-07 22:02:24.4766–TRACE–2023/11/07 22:02:24:4766| 0|  COM4| R | CommandID     43| FA03034B0D0A
2023-11-07 22:02:24.4766–TRACE–2023/11/07 22:02:24:4766| 0|  COM4| S | CommandID     44| FA52010405
2023-11-07 22:02:24.5044–TRACE–2023/11/07 22:02:24:5044| 0|  COM4| R | CommandID     44| FA010448450D0A
2023-11-07 22:02:24.5044–TRACE–2023/11/07 22:02:24:5044| 0|  COM4| S | CommandID     45| FA52020405
2023-11-07 22:02:24.5214–TRACE–2023/11/07 22:02:24:5214| 0|  COM4| R | CommandID     45| FA0204354D0D0A
2023-11-07 22:02:24.5214–TRACE–2023/11/07 22:02:24:5214| 0|  COM4| S | CommandID     46| FA52030405
2023-11-07 22:02:24.5344–TRACE–2023/11/07 22:02:24:5344| 0|  COM4| R | CommandID     46| FA030426130D0A
2023-11-07 22:02:24.5344–TRACE–2023/11/07 22:02:24:5344| 0|  COM4| S | CommandID     47| FA52010501
2023-11-07 22:02:24.5477–TRACE–2023/11/07 22:02:24:5477| 0|  COM4| R | CommandID     47| FA0104015C0D0A
2023-11-07 22:02:24.5477–TRACE–2023/11/07 22:02:24:5477| 0|  COM4| S | CommandID     48| FA52020501
2023-11-07 22:02:24.5724–TRACE–2023/11/07 22:02:24:5724| 0|  COM4| R | CommandID     48| FA020401100D0A
2023-11-07 22:02:24.5724–TRACE–2023/11/07 22:02:24:5724| 0|  COM4| S | CommandID     49| FA52030501
2023-11-07 22:02:24.5950–TRACE–2023/11/07 22:02:24:5950| 0|  COM4| R | CommandID     49| FA030401140D0A
2023-11-07 22:02:24.5950–TRACE–2023/11/07 22:02:24:5950| 0|  COM4| S | CommandID     50| FA52010001
2023-11-07 22:02:24.6167–TRACE–2023/11/07 22:02:24:6166| 0|  COM4| R | CommandID     50| FA010401020D0A
2023-11-07 22:02:24.6167–TRACE–2023/11/07 22:02:24:6167| 0|  COM4| S | CommandID     51| FA52020001
2023-11-07 22:02:24.6269–TRACE–2023/11/07 22:02:24:6269| 0|  COM4| R | CommandID     51| FA020401020D0A
2023-11-07 22:02:24.6269–TRACE–2023/11/07 22:02:24:6270| 0|  COM4| S | CommandID     52| FA52030001
2023-11-07 22:02:24.6490–TRACE–2023/11/07 22:02:24:6490| 0|  COM4| R | CommandID     52| FA030401020D0A
2023-11-07 22:02:24.6490–TRACE–2023/11/07 22:02:24:6490| 0|  COM4| S | CommandID     53| FA52010002
2023-11-07 22:02:24.6724–TRACE–2023/11/07 22:02:24:6724| 0|  COM4| R | CommandID     53| FA010403040D0A
2023-11-07 22:02:24.6724–TRACE–2023/11/07 22:02:24:6724| 0|  COM4| S | CommandID     54| FA52020002
2023-11-07 22:02:24.6894–TRACE–2023/11/07 22:02:24:6893| 0|  COM4| R | CommandID     54| FA020403040D0A
2023-11-07 22:02:24.6894–TRACE–2023/11/07 22:02:24:6894| 0|  COM4| S | CommandID     55| FA52030002
2023-11-07 22:02:24.7102–TRACE–2023/11/07 22:02:24:7102| 0|  COM4| R | CommandID     55| FA030403040D0A
2023-11-07 22:02:24.7102–TRACE–2023/11/07 22:02:24:7103| 0|  COM4| S | CommandID     56| FA57000201
2023-11-07 22:02:24.7310–TRACE–2023/11/07 22:02:24:7310| 0|  COM4| R | CommandID     56| C30D0A
2023-11-07 22:02:24.7310–TRACE–2023/11/07 22:02:24:7310| 0|  COM4| S | CommandID     57| FA52010401
2023-11-07 22:02:24.7560–TRACE–2023/11/07 22:02:24:7560| 0|  COM4| R | CommandID     57| FA010A0101020304050607080D0A
2023-11-07 22:02:24.7560–TRACE–2023/11/07 22:02:24:7560| 0|  COM4| S | CommandID     58| FA52020401
2023-11-07 22:02:24.7778–TRACE–2023/11/07 22:02:24:7778| 0|  COM4| R | CommandID     58| FA020A0101020304050607080D0A
2023-11-07 22:02:24.7778–TRACE–2023/11/07 22:02:24:7778| 0|  COM4| S | CommandID     59| FA52030401
2023-11-07 22:02:24.8161–TRACE–2023/11/07 22:02:24:8161| 0|  COM4| R | CommandID     59| FA030A0001020304050607080D0A
2023-11-07 22:02:24.8161–TRACE–2023/11/07 22:02:24:8161| 0|  COM4| S | CommandID     60| FA52010101
2023-11-07 22:02:24.8321–TRACE–2023/11/07 22:02:24:8321| 0|  COM4| R | CommandID     60| FA0103640D0A
2023-11-07 22:02:24.8321–TRACE–2023/11/07 22:02:24:8321| 0|  COM4| S | CommandID     61| FA52020101
2023-11-07 22:02:24.8539–TRACE–2023/11/07 22:02:24:8539| 0|  COM4| R | CommandID     61| FA0203640D0A
2023-11-07 22:02:24.8539–TRACE–2023/11/07 22:02:24:8539| 0|  COM4| S | CommandID     62| FA52030101
2023-11-07 22:02:24.8766–TRACE–2023/11/07 22:02:24:8766| 0|  COM4| R | CommandID     62| FA0303640D0A
2023-11-07 22:02:24.8766–TRACE–2023/11/07 22:02:24:8766| 0|  COM4| S | CommandID     63| FA52010402
2023-11-07 22:02:24.8985–TRACE–2023/11/07 22:02:24:8985| 0|  COM4| R | CommandID     63| FA010400850D0A
2023-11-07 22:02:24.8985–TRACE–2023/11/07 22:02:24:8986| 0|  COM4| S | CommandID     64| FA52020402
2023-11-07 22:02:24.9245–TRACE–2023/11/07 22:02:24:9245| 0|  COM4| R | CommandID     64| FA020400890D0A
2023-11-07 22:02:24.9245–TRACE–2023/11/07 22:02:24:9246| 0|  COM4| S | CommandID     65| FA52030402
2023-11-07 22:02:24.9393–TRACE–2023/11/07 22:02:24:9393| 0|  COM4| R | CommandID     65| FA030400870D0A
2023-11-07 22:02:24.9393–TRACE–2023/11/07 22:02:24:9393| 0|  COM4| S | CommandID     66| FA52010403
2023-11-07 22:02:24.9544–TRACE–2023/11/07 22:02:24:9544| 0|  COM4| R | CommandID     66| FA01054159550D0A
2023-11-07 22:02:24.9544–TRACE–2023/11/07 22:02:24:9545| 0|  COM4| S | CommandID     67| FA52020403
2023-11-07 22:02:24.9790–TRACE–2023/11/07 22:02:24:9790| 0|  COM4| R | CommandID     67| FA02054359550D0A
2023-11-07 22:02:24.9790–TRACE–2023/11/07 22:02:24:9790| 0|  COM4| S | CommandID     68| FA52030403
2023-11-07 22:02:25.0036–TRACE–2023/11/07 22:02:25:0036| 0|  COM4| R | CommandID     68| FA03054359550D0A
2023-11-07 22:02:25.0036–TRACE–2023/11/07 22:02:25:0037| 0|  COM4| S | CommandID     69| FA52010404
2023-11-07 22:02:25.0232–TRACE–2023/11/07 22:02:25:0232| 0|  COM4| R | CommandID     69| FA01034B0D0A
2023-11-07 22:02:25.0232–TRACE–2023/11/07 22:02:25:0232| 0|  COM4| S | CommandID     70| FA52020404
2023-11-07 22:02:25.0522–TRACE–2023/11/07 22:02:25:0522| 0|  COM4| R | CommandID     70| FA02034B0D0A
2023-11-07 22:02:25.0522–TRACE–2023/11/07 22:02:25:0522| 0|  COM4| S | CommandID     71| FA52030404
2023-11-07 22:02:25.0676–TRACE–2023/11/07 22:02:25:0675| 0|  COM4| R | CommandID     71| FA03034B0D0A
2023-11-07 22:02:25.0676–TRACE–2023/11/07 22:02:25:0677| 0|  COM4| S | CommandID     72| FA52010405
2023-11-07 22:02:25.0888–TRACE–2023/11/07 22:02:25:0887| 0|  COM4| R | CommandID     72| FA0104400F0D0A
2023-11-07 22:02:25.0888–TRACE–2023/11/07 22:02:25:0888| 0|  COM4| S | CommandID     73| FA52020405
2023-11-07 22:02:25.1104–TRACE–2023/11/07 22:02:25:1104| 0|  COM4| R | CommandID     73| FA02040D2A0D0A
2023-11-07 22:02:25.1104–TRACE–2023/11/07 22:02:25:1105| 0|  COM4| S | CommandID     74| FA52030405
2023-11-07 22:02:25.1312–TRACE–2023/11/07 22:02:25:1311| 0|  COM4| R | CommandID     74| FA030445420D0A
2023-11-07 22:02:25.1312–TRACE–2023/11/07 22:02:25:1312| 0|  COM4| S | CommandID     75| FA52010501
2023-11-07 22:02:25.1441–TRACE–2023/11/07 22:02:25:1441| 0|  COM4| R | CommandID     75| FA010401500D0A
2023-11-07 22:02:25.1441–TRACE–2023/11/07 22:02:25:1441| 0|  COM4| S | CommandID     76| FA52020501
2023-11-07 22:02:25.1640–TRACE–2023/11/07 22:02:25:1640| 0|  COM4| R | CommandID     76| FA020401300D0A
2023-11-07 22:02:25.1640–TRACE–2023/11/07 22:02:25:1641| 0|  COM4| S | CommandID     77| FA52030501
2023-11-07 22:02:25.1782–TRACE–2023/11/07 22:02:25:1781| 0|  COM4| R | CommandID     77| FA030401280D0A
2023-11-07 22:02:25.1782–TRACE–2023/11/07 22:02:25:1782| 0|  COM4| S | CommandID     78| FA52010001
2023-11-07 22:02:25.1919–TRACE–2023/11/07 22:02:25:1919| 0|  COM4| R | CommandID     78| FA010401020D0A
2023-11-07 22:02:25.1919–TRACE–2023/11/07 22:02:25:1919| 0|  COM4| S | CommandID     79| FA52020001
2023-11-07 22:02:25.2104–TRACE–2023/11/07 22:02:25:2104| 0|  COM4| R | CommandID     79| FA020401020D0A
2023-11-07 22:02:25.2104–TRACE–2023/11/07 22:02:25:2105| 0|  COM4| S | CommandID     80| FA52030001
2023-11-07 22:02:25.2212–TRACE–2023/11/07 22:02:25:2212| 0|  COM4| R | CommandID     80| FA030401020D0A
2023-11-07 22:02:25.2212–TRACE–2023/11/07 22:02:25:2213| 0|  COM4| S | CommandID     81| FA52010002
2023-11-07 22:02:25.2360–TRACE–2023/11/07 22:02:25:2360| 0|  COM4| R | CommandID     81| FA010403040D0A
2023-11-07 22:02:25.2360–TRACE–2023/11/07 22:02:25:2361| 0|  COM4| S | CommandID     82| FA52020002
2023-11-07 22:02:25.2557–TRACE–2023/11/07 22:02:25:2557| 0|  COM4| R | CommandID     82| FA020403040D0A
2023-11-07 22:02:25.2557–TRACE–2023/11/07 22:02:25:2557| 0|  COM4| S | CommandID     83| FA52030002
2023-11-07 22:02:25.2685–TRACE–2023/11/07 22:02:25:2685| 0|  COM4| R | CommandID     83| FA030403040D0A
2023-11-07 22:02:25.2685–TRACE–2023/11/07 22:02:25:2685| 0|  COM4| S | CommandID     84| FA57000201
2023-11-07 22:02:25.2829–TRACE–2023/11/07 22:02:25:2828| 0|  COM4| R | CommandID     84| C30D0A
2023-11-07 22:02:25.2829–TRACE–2023/11/07 22:02:25:2829| 0|  COM4| S | CommandID     85| FA52010401
2023-11-07 22:02:25.2973–TRACE–2023/11/07 22:02:25:2973| 0|  COM4| R | CommandID     85| FA010A0101020304050607080D0A
2023-11-07 22:02:25.2973–TRACE–2023/11/07 22:02:25:2973| 0|  COM4| S | CommandID     86| FA52020401
2023-11-07 22:02:25.3203–TRACE–2023/11/07 22:02:25:3203| 0|  COM4| R | CommandID     86| FA020A0101020304050607080D0A
2023-11-07 22:02:25.3203–TRACE–2023/11/07 22:02:25:3203| 0|  COM4| S | CommandID     87| FA52030401
2023-11-07 22:02:25.3507–TRACE–2023/11/07 22:02:25:3507| 0|  COM4| R | CommandID     87| FA030A0101020304050607080D0A
2023-11-07 22:02:25.3507–TRACE–2023/11/07 22:02:25:3507| 0|  COM4| S | CommandID     88| FA52010101
2023-11-07 22:02:25.3659–TRACE–2023/11/07 22:02:25:3659| 0|  COM4| R | CommandID     88| FA0103640D0A
2023-11-07 22:02:25.3659–TRACE–2023/11/07 22:02:25:3660| 0|  COM4| S | CommandID     89| FA52020101
2023-11-07 22:02:25.3872–TRACE–2023/11/07 22:02:25:3872| 0|  COM4| R | CommandID     89| FA0203000D0A
2023-11-07 22:02:25.3872–TRACE–2023/11/07 22:02:25:3873| 0|  COM4| S | CommandID     90| FA52030101
2023-11-07 22:02:25.4126–TRACE–2023/11/07 22:02:25:4126| 0|  COM4| R | CommandID     90| FA0303640D0A
2023-11-07 22:02:25.4126–TRACE–2023/11/07 22:02:25:4126| 0|  COM4| S | CommandID     91| FA52010402
2023-11-07 22:02:25.4336–TRACE–2023/11/07 22:02:25:4336| 0|  COM4| R | CommandID     91| FA010400890D0A
2023-11-07 22:02:25.4336–TRACE–2023/11/07 22:02:25:4337| 0|  COM4| S | CommandID     92| FA52020402
2023-11-07 22:02:25.4656–TRACE–2023/11/07 22:02:25:4656| 0|  COM4| R | CommandID     92| FA020400890D0A
2023-11-07 22:02:25.4656–TRACE–2023/11/07 22:02:25:4656| 0|  COM4| S | CommandID     93| FA52030402
2023-11-07 22:02:25.4908–TRACE–2023/11/07 22:02:25:4908| 0|  COM4| R | CommandID     93| FA030400850D0A
2023-11-07 22:02:25.4908–TRACE–2023/11/07 22:02:25:4908| 0|  COM4| S | CommandID     94| FA52010403
2023-11-07 22:02:25.5107–TRACE–2023/11/07 22:02:25:5107| 0|  COM4| R | CommandID     94| FA01054557550D0A
2023-11-07 22:02:25.5107–TRACE–2023/11/07 22:02:25:5108| 0|  COM4| S | CommandID     95| FA52020403
2023-11-07 22:02:25.5333–TRACE–2023/11/07 22:02:25:5333| 0|  COM4| R | CommandID     95| FA02054357550D0A
2023-11-07 22:02:25.5333–TRACE–2023/11/07 22:02:25:5334| 0|  COM4| S | CommandID     96| FA52030403
2023-11-07 22:02:25.5687–TRACE–2023/11/07 22:02:25:5687| 0|  COM4| R | CommandID     96| FA03054159550D0A
2023-11-07 22:02:25.5687–TRACE–2023/11/07 22:02:25:5688| 0|  COM4| S | CommandID     97| FA52010404
2023-11-07 22:02:25.5797–TRACE–2023/11/07 22:02:25:5797| 0|  COM4| R | CommandID     97| FA01034B0D0A
2023-11-07 22:02:25.5797–TRACE–2023/11/07 22:02:25:5798| 0|  COM4| S | CommandID     98| FA52020404
2023-11-07 22:02:25.6032–TRACE–2023/11/07 22:02:25:6032| 0|  COM4| R | CommandID     98| FA02034B0D0A
2023-11-07 22:02:25.6032–TRACE–2023/11/07 22:02:25:6032| 0|  COM4| S | CommandID     99| FA52030404
2023-11-07 22:02:25.6282–TRACE–2023/11/07 22:02:25:6282| 0|  COM4| R | CommandID     99| FA03034B0D0A
2023-11-07 22:02:25.6282–TRACE–2023/11/07 22:02:25:6282| 0|  COM4| S | CommandID    100| FA52010405
2023-11-07 22:02:25.6456–TRACE–2023/11/07 22:02:25:6456| 0|  COM4| R | CommandID    100| FA01040F200D0A
2023-11-07 22:02:25.6456–TRACE–2023/11/07 22:02:25:6457| 0|  COM4| S | CommandID    101| FA52020405
2023-11-07 22:02:25.6585–TRACE–2023/11/07 22:02:25:6585| 0|  COM4| R | CommandID    101| FA0204184C0D0A
2023-11-07 22:02:25.6585–TRACE–2023/11/07 22:02:25:6586| 0|  COM4| S | CommandID    102| FA52030405
2023-11-07 22:02:25.6840–TRACE–2023/11/07 22:02:25:6840| 0|  COM4| R | CommandID    102| FA030429100D0A
2023-11-07 22:02:25.6840–TRACE–2023/11/07 22:02:25:6840| 0|  COM4| S | CommandID    103| FA52010501
2023-11-07 22:02:25.7090–TRACE–2023/11/07 22:02:25:7090| 0|  COM4| R | CommandID    103| FA0104010C0D0A
2023-11-07 22:02:25.7090–TRACE–2023/11/07 22:02:25:7090| 0|  COM4| S | CommandID    104| FA52020501
2023-11-07 22:02:25.7267–TRACE–2023/11/07 22:02:25:7267| 0|  COM4| R | CommandID    104| FA020401200D0A
2023-11-07 22:02:25.7267–TRACE–2023/11/07 22:02:25:7268| 0|  COM4| S | CommandID    105| FA52030501
2023-11-07 22:02:25.7568–TRACE–2023/11/07 22:02:25:7567| 0|  COM4| R | CommandID    105| FA030405480D0A
2023-11-07 22:02:25.7568–TRACE–2023/11/07 22:02:25:7568| 0|  COM4| S | CommandID    106| FA52010001
2023-11-07 22:02:25.7705–TRACE–2023/11/07 22:02:25:7705| 0|  COM4| R | CommandID    106| FA010401020D0A
2023-11-07 22:02:25.7705–TRACE–2023/11/07 22:02:25:7705| 0|  COM4| S | CommandID    107| FA52020001
2023-11-07 22:02:25.7865–TRACE–2023/11/07 22:02:25:7864| 0|  COM4| R | CommandID    107| FA020401020D0A
2023-11-07 22:02:25.7865–TRACE–2023/11/07 22:02:25:7865| 0|  COM4| S | CommandID    108| FA52030001
2023-11-07 22:02:25.8056–TRACE–2023/11/07 22:02:25:8056| 0|  COM4| R | CommandID    108| FA030401020D0A
2023-11-07 22:02:25.8056–TRACE–2023/11/07 22:02:25:8056| 0|  COM4| S | CommandID    109| FA52010002
2023-11-07 22:02:25.8297–TRACE–2023/11/07 22:02:25:8297| 0|  COM4| R | CommandID    109| FA010403040D0A
2023-11-07 22:02:25.8297–TRACE–2023/11/07 22:02:25:8297| 0|  COM4| S | CommandID    110| FA52020002
2023-11-07 22:02:25.8658–TRACE–2023/11/07 22:02:25:8657| 0|  COM4| R | CommandID    110| FA020403040D0A
2023-11-07 22:02:25.8658–TRACE–2023/11/07 22:02:25:8658| 0|  COM4| S | CommandID    111| FA52030002
2023-11-07 22:02:25.8830–TRACE–2023/11/07 22:02:25:8830| 0|  COM4| R | CommandID    111| FA030403040D0A
2023-11-07 22:02:25.8830–TRACE–2023/11/07 22:02:25:8830| 0|  COM4| S | CommandID    112| FA57000201
