2023-11-10 15:00:17.1128–TRACE–2023/11/10 15:00:17:1088| 0| COM88| S | CommandID      0| FA57000201
2023-11-10 15:00:19.3996–TRACE–2023/11/10 15:00:19:3996| 0| COM88| R | CommandID     18| FA03054555550D0A
2023-11-10 15:00:19.3996–TRACE–2023/11/10 15:00:19:3998| 0| COM88| S | CommandID     19| FA52010404
2023-11-10 15:00:19.4134–TRACE–2023/11/10 15:00:19:4134| 0| COM88| R | CommandID     19| FA01034B0D0A
2023-11-10 15:00:19.4134–TRACE–2023/11/10 15:00:19:4136| 0| COM88| S | CommandID     20| FA52020404
2023-11-10 15:00:19.4276–TRACE–2023/11/10 15:00:19:4276| 0| COM88| R | CommandID     20| FA02034B0D0A
2023-11-10 15:00:19.4276–TRACE–2023/11/10 15:00:19:4278| 0| COM88| S | CommandID     21| FA52030404
2023-11-10 15:00:19.4475–TRACE–2023/11/10 15:00:19:4475| 0| COM88| R | CommandID     21| FA03034B0D0A
2023-11-10 15:00:19.4475–TRACE–2023/11/10 15:00:19:4477| 0| COM88| S | CommandID     22| FA52010405
2023-11-10 15:00:19.4743–TRACE–2023/11/10 15:00:19:4743| 0| COM88| R | CommandID     22| FA0104174B0D0A
2023-11-10 15:00:19.5622–TRACE–2023/11/10 15:00:19:5622| 0| COM88| S | CommandID     23| FA52020405
2023-11-10 15:00:19.5876–TRACE–2023/11/10 15:00:19:5876| 0| COM88| R | CommandID     23| FA02042A0F0D0A
2023-11-10 15:00:19.6780–TRACE–2023/11/10 15:00:19:6780| 0| COM88| S | CommandID     24| FA52030405
2023-11-10 15:00:19.6924–TRACE–2023/11/10 15:00:19:6924| 0| COM88| R | CommandID     24| FA030411400D0A
2023-11-10 15:00:19.7877–TRACE–2023/11/10 15:00:19:7877| 0| COM88| S | CommandID     25| FA52010501
2023-11-10 15:00:19.8019–TRACE–2023/11/10 15:00:19:8019| 0| COM88| R | CommandID     25| FA010401500D0A
2023-11-10 15:00:19.8964–TRACE–2023/11/10 15:00:19:8964| 0| COM88| S | CommandID     26| FA52030501
2023-11-10 15:00:19.9119–TRACE–2023/11/10 15:00:19:9119| 0| COM88| R | CommandID     26| FA0304011C0D0A
2023-11-10 15:00:20.0081–TRACE–2023/11/10 15:00:20:0081| 0| COM88| S | CommandID     27| FA52020501
2023-11-10 15:00:20.0201–TRACE–2023/11/10 15:00:20:0201| 0| COM88| R | CommandID     27| FA020401300D0A
2023-11-10 15:00:20.5087–TRACE–2023/11/10 15:00:20:5087| 0| COM88| S | CommandID     28| FA52010405
2023-11-10 15:00:20.5222–TRACE–2023/11/10 15:00:20:5222| 0| COM88| R | CommandID     28| FA010443420D0A
2023-11-10 15:00:20.6233–TRACE–2023/11/10 15:00:20:6233| 0| COM88| S | CommandID     29| FA52020405
2023-11-10 15:00:20.6450–TRACE–2023/11/10 15:00:20:6450| 0| COM88| R | CommandID     29| FA02044F3B0D0A
2023-11-10 15:00:20.7390–TRACE–2023/11/10 15:00:20:7390| 0| COM88| S | CommandID     30| FA52030405
2023-11-10 15:00:20.7557–TRACE–2023/11/10 15:00:20:7557| 0| COM88| R | CommandID     30| FA03044F430D0A
2023-11-10 15:00:20.8498–TRACE–2023/11/10 15:00:20:8498| 0| COM88| S | CommandID     31| FA52010501
2023-11-10 15:00:20.8644–TRACE–2023/11/10 15:00:20:8644| 0| COM88| R | CommandID     31| FA010401100D0A
2023-11-10 15:00:20.9618–TRACE–2023/11/10 15:00:20:9618| 0| COM88| S | CommandID     32| FA52030501
2023-11-10 15:00:20.9749–TRACE–2023/11/10 15:00:20:9749| 0| COM88| R | CommandID     32| FA030401540D0A
2023-11-10 15:00:21.0741–TRACE–2023/11/10 15:00:21:0741| 0| COM88| S | CommandID     33| FA52020501
2023-11-10 15:00:21.0986–TRACE–2023/11/10 15:00:21:0985| 0| COM88| R | CommandID     33| FA0204010C0D0A
2023-11-10 15:00:21.5860–TRACE–2023/11/10 15:00:21:5860| 0| COM88| S | CommandID     34| FA52010405
2023-11-10 15:00:21.5990–TRACE–2023/11/10 15:00:21:5990| 0| COM88| R | CommandID     34| FA01040F3A0D0A
2023-11-10 15:00:21.6986–TRACE–2023/11/10 15:00:21:6986| 0| COM88| S | CommandID     35| FA52020405
2023-11-10 15:00:21.7250–TRACE–2023/11/10 15:00:21:7250| 0| COM88| R | CommandID     35| FA0204291C0D0A
2023-11-10 15:00:21.8133–TRACE–2023/11/10 15:00:21:8133| 0| COM88| S | CommandID     36| FA52030405
2023-11-10 15:00:21.8386–TRACE–2023/11/10 15:00:21:8386| 0| COM88| R | CommandID     36| FA0304383F0D0A
2023-11-10 15:00:21.9259–TRACE–2023/11/10 15:00:21:9259| 0| COM88| S | CommandID     37| FA52010501
2023-11-10 15:00:21.9422–TRACE–2023/11/10 15:00:21:9422| 0| COM88| R | CommandID     37| FA0104014C0D0A
2023-11-10 15:00:22.0409–TRACE–2023/11/10 15:00:22:0409| 0| COM88| S | CommandID     38| FA52030501
2023-11-10 15:00:22.0524–TRACE–2023/11/10 15:00:22:0523| 0| COM88| R | CommandID     38| FA030401440D0A
2023-11-10 15:00:22.1553–TRACE–2023/11/10 15:00:22:1553| 0| COM88| S | CommandID     39| FA52020501
2023-11-10 15:00:22.1768–TRACE–2023/11/10 15:00:22:1767| 0| COM88| R | CommandID     39| FA020401380D0A
2023-11-10 15:00:22.6654–TRACE–2023/11/10 15:00:22:6654| 0| COM88| S | CommandID     40| FA52010405
2023-11-10 15:00:22.6780–TRACE–2023/11/10 15:00:22:6780| 0| COM88| R | CommandID     40| FA010436430D0A
2023-11-10 15:00:22.7752–TRACE–2023/11/10 15:00:22:7752| 0| COM88| S | CommandID     41| FA52020405
2023-11-10 15:00:22.7862–TRACE–2023/11/10 15:00:22:7862| 0| COM88| R | CommandID     41| FA02043D440D0A
2023-11-10 15:00:22.8893–TRACE–2023/11/10 15:00:22:8893| 0| COM88| S | CommandID     42| FA52030405
2023-11-10 15:00:22.9125–TRACE–2023/11/10 15:00:22:9125| 0| COM88| R | CommandID     42| FA03042C320D0A
2023-11-10 15:00:22.9895–TRACE–2023/11/10 15:00:22:9895| 0| COM88| S | CommandID     43| FA52010501
2023-11-10 15:00:23.0059–TRACE–2023/11/10 15:00:23:0058| 0| COM88| R | CommandID     43| FA010401540D0A
2023-11-10 15:00:23.0997–TRACE–2023/11/10 15:00:23:0997| 0| COM88| S | CommandID     44| FA52030501
2023-11-10 15:00:23.1143–TRACE–2023/11/10 15:00:23:1143| 0| COM88| R | CommandID     44| FA030405040D0A
2023-11-10 15:00:23.2085–TRACE–2023/11/10 15:00:23:2085| 0| COM88| S | CommandID     45| FA52020501
2023-11-10 15:00:23.2241–TRACE–2023/11/10 15:00:23:2241| 0| COM88| R | CommandID     45| FA020401040D0A
2023-11-10 15:00:23.7245–TRACE–2023/11/10 15:00:23:7244| 0| COM88| S | CommandID     46| FA52010405
2023-11-10 15:00:23.7385–TRACE–2023/11/10 15:00:23:7385| 0| COM88| R | CommandID     46| FA0104184A0D0A
2023-11-10 15:00:23.8338–TRACE–2023/11/10 15:00:23:8338| 0| COM88| S | CommandID     47| FA52020405
2023-11-10 15:00:23.8480–TRACE–2023/11/10 15:00:23:8480| 0| COM88| R | CommandID     47| FA020410270D0A
2023-11-10 15:00:23.9434–TRACE–2023/11/10 15:00:23:9434| 0| COM88| S | CommandID     48| FA52030405
2023-11-10 15:00:23.9579–TRACE–2023/11/10 15:00:23:9579| 0| COM88| R | CommandID     48| FA03041A3F0D0A
2023-11-10 15:00:24.0523–TRACE–2023/11/10 15:00:24:0522| 0| COM88| S | CommandID     49| FA52010501
2023-11-10 15:00:24.0666–TRACE–2023/11/10 15:00:24:0666| 0| COM88| R | CommandID     49| FA010401080D0A
2023-11-10 15:00:24.1619–TRACE–2023/11/10 15:00:24:1619| 0| COM88| S | CommandID     50| FA52030501
2023-11-10 15:00:24.1766–TRACE–2023/11/10 15:00:24:1766| 0| COM88| R | CommandID     50| FA0304010C0D0A
2023-11-10 15:00:24.2708–TRACE–2023/11/10 15:00:24:2707| 0| COM88| S | CommandID     51| FA52020501
2023-11-10 15:00:24.2869–TRACE–2023/11/10 15:00:24:2869| 0| COM88| R | CommandID     51| FA020401180D0A
2023-11-10 15:00:24.7873–TRACE–2023/11/10 15:00:24:7873| 0| COM88| S | CommandID     52| FA52010405
2023-11-10 15:00:24.8024–TRACE–2023/11/10 15:00:24:8024| 0| COM88| R | CommandID     52| FA0104440E0D0A
2023-11-10 15:00:24.8948–TRACE–2023/11/10 15:00:24:8948| 0| COM88| S | CommandID     53| FA52020405
2023-11-10 15:00:24.9119–TRACE–2023/11/10 15:00:24:9119| 0| COM88| R | CommandID     53| FA02042F3B0D0A
2023-11-10 15:00:25.0068–TRACE–2023/11/10 15:00:25:0068| 0| COM88| S | CommandID     54| FA52030405
2023-11-10 15:00:25.0212–TRACE–2023/11/10 15:00:25:0212| 0| COM88| R | CommandID     54| FA03044F110D0A
2023-11-10 15:00:25.1186–TRACE–2023/11/10 15:00:25:1185| 0| COM88| S | CommandID     55| FA52010501
2023-11-10 15:00:25.1298–TRACE–2023/11/10 15:00:25:1297| 0| COM88| R | CommandID     55| FA010401280D0A
2023-11-10 15:00:25.2311–TRACE–2023/11/10 15:00:25:2311| 0| COM88| S | CommandID     56| FA52030501
2023-11-10 15:00:25.2556–TRACE–2023/11/10 15:00:25:2556| 0| COM88| R | CommandID     56| FA0304014C0D0A
2023-11-10 15:00:25.3320–TRACE–2023/11/10 15:00:25:3320| 0| COM88| S | CommandID     57| FA52020501
2023-11-10 15:00:25.3496–TRACE–2023/11/10 15:00:25:3496| 0| COM88| R | CommandID     57| FA020401480D0A
2023-11-10 15:00:25.8338–TRACE–2023/11/10 15:00:25:8338| 0| COM88| S | CommandID     58| FA52010405
2023-11-10 15:00:25.8493–TRACE–2023/11/10 15:00:25:8493| 0| COM88| R | CommandID     58| FA010417250D0A
2023-11-10 15:00:25.9441–TRACE–2023/11/10 15:00:25:9441| 0| COM88| S | CommandID     59| FA52020405
2023-11-10 15:00:25.9591–TRACE–2023/11/10 15:00:25:9591| 0| COM88| R | CommandID     59| FA02041A2D0D0A
2023-11-10 15:00:26.0532–TRACE–2023/11/10 15:00:26:0532| 0| COM88| S | CommandID     60| FA52030405
2023-11-10 15:00:26.0691–TRACE–2023/11/10 15:00:26:0690| 0| COM88| R | CommandID     60| FA030422250D0A
2023-11-10 15:00:26.1626–TRACE–2023/11/10 15:00:26:1626| 0| COM88| S | CommandID     61| FA52010501
2023-11-10 15:00:26.1778–TRACE–2023/11/10 15:00:26:1778| 0| COM88| R | CommandID     61| FA010401040D0A
2023-11-10 15:00:26.2725–TRACE–2023/11/10 15:00:26:2725| 0| COM88| S | CommandID     62| FA52030501
2023-11-10 15:00:26.2867–TRACE–2023/11/10 15:00:26:2867| 0| COM88| R | CommandID     62| FA030401140D0A
2023-11-10 15:00:26.3838–TRACE–2023/11/10 15:00:26:3838| 0| COM88| S | CommandID     63| FA52020501
2023-11-10 15:00:26.3970–TRACE–2023/11/10 15:00:26:3970| 0| COM88| R | CommandID     63| FA020401480D0A
2023-11-10 15:00:26.8841–TRACE–2023/11/10 15:00:26:8841| 0| COM88| S | CommandID     64| FA52010405
2023-11-10 15:00:26.8978–TRACE–2023/11/10 15:00:26:8978| 0| COM88| R | CommandID     64| FA010429220D0A
2023-11-10 15:00:26.9985–TRACE–2023/11/10 15:00:26:9985| 0| COM88| S | CommandID     65| FA52020405
2023-11-10 15:00:27.0204–TRACE–2023/11/10 15:00:27:0204| 0| COM88| R | CommandID     65| FA020429390D0A
2023-11-10 15:00:27.1143–TRACE–2023/11/10 15:00:27:1143| 0| COM88| S | CommandID     66| FA52030405
2023-11-10 15:00:27.1287–TRACE–2023/11/10 15:00:27:1287| 0| COM88| R | CommandID     66| FA030449440D0A
2023-11-10 15:00:27.2231–TRACE–2023/11/10 15:00:27:2231| 0| COM88| S | CommandID     67| FA52010501
2023-11-10 15:00:27.2394–TRACE–2023/11/10 15:00:27:2394| 0| COM88| R | CommandID     67| FA010401580D0A
2023-11-10 15:00:27.3379–TRACE–2023/11/10 15:00:27:3379| 0| COM88| S | CommandID     68| FA52030501
2023-11-10 15:00:27.3496–TRACE–2023/11/10 15:00:27:3496| 0| COM88| R | CommandID     68| FA0304013C0D0A
2023-11-10 15:00:27.4546–TRACE–2023/11/10 15:00:27:4545| 0| COM88| S | CommandID     69| FA52020501
2023-11-10 15:00:27.4757–TRACE–2023/11/10 15:00:27:4757| 0| COM88| R | CommandID     69| FA0204012C0D0A
2023-11-10 15:00:27.9679–TRACE–2023/11/10 15:00:27:9679| 0| COM88| S | CommandID     70| FA52010405
2023-11-10 15:00:27.9900–TRACE–2023/11/10 15:00:27:9900| 0| COM88| R | CommandID     70| FA010416210D0A
2023-11-10 15:00:28.0826–TRACE–2023/11/10 15:00:28:0826| 0| COM88| S | CommandID     71| FA52020405
2023-11-10 15:00:28.0981–TRACE–2023/11/10 15:00:28:0980| 0| COM88| R | CommandID     71| FA02040F2E0D0A
2023-11-10 15:00:28.1933–TRACE–2023/11/10 15:00:28:1933| 0| COM88| S | CommandID     72| FA52030405
2023-11-10 15:00:28.2096–TRACE–2023/11/10 15:00:28:2095| 0| COM88| R | CommandID     72| FA0304423E0D0A
2023-11-10 15:00:28.3039–TRACE–2023/11/10 15:00:28:3038| 0| COM88| S | CommandID     73| FA52010501
2023-11-10 15:00:28.3169–TRACE–2023/11/10 15:00:28:3169| 0| COM88| R | CommandID     73| FA010401180D0A
2023-11-10 15:00:28.4147–TRACE–2023/11/10 15:00:28:4146| 0| COM88| S | CommandID     74| FA52030501
2023-11-10 15:00:28.4268–TRACE–2023/11/10 15:00:28:4268| 0| COM88| R | CommandID     74| FA0304015C0D0A
2023-11-10 15:00:28.5263–TRACE–2023/11/10 15:00:28:5263| 0| COM88| S | CommandID     75| FA52020501
2023-11-10 15:00:28.5371–TRACE–2023/11/10 15:00:28:5371| 0| COM88| R | CommandID     75| FA020401500D0A
2023-11-10 15:00:29.0381–TRACE–2023/11/10 15:00:29:0381| 0| COM88| S | CommandID     76| FA52010405
2023-11-10 15:00:29.0517–TRACE–2023/11/10 15:00:29:0517| 0| COM88| R | CommandID     76| FA010429140D0A
2023-11-10 15:00:29.1448–TRACE–2023/11/10 15:00:29:1447| 0| COM88| S | CommandID     77| FA52020405
2023-11-10 15:00:29.1601–TRACE–2023/11/10 15:00:29:1601| 0| COM88| R | CommandID     77| FA0204100D0D0A
2023-11-10 15:00:29.2554–TRACE–2023/11/10 15:00:29:2553| 0| COM88| S | CommandID     78| FA52030405
2023-11-10 15:00:29.2701–TRACE–2023/11/10 15:00:29:2701| 0| COM88| R | CommandID     78| FA03044B0C0D0A
2023-11-10 15:00:29.3641–TRACE–2023/11/10 15:00:29:3641| 0| COM88| S | CommandID     79| FA52010501
2023-11-10 15:00:29.3804–TRACE–2023/11/10 15:00:29:3804| 0| COM88| R | CommandID     79| FA010401400D0A
2023-11-10 15:00:29.4728–TRACE–2023/11/10 15:00:29:4728| 0| COM88| S | CommandID     80| FA52030501
2023-11-10 15:00:29.4904–TRACE–2023/11/10 15:00:29:4903| 0| COM88| R | CommandID     80| FA030401500D0A
2023-11-10 15:00:29.5815–TRACE–2023/11/10 15:00:29:5814| 0| COM88| S | CommandID     81| FA52020501
2023-11-10 15:00:29.5981–TRACE–2023/11/10 15:00:29:5981| 0| COM88| R | CommandID     81| FA020401400D0A
2023-11-10 15:00:30.0828–TRACE–2023/11/10 15:00:30:0827| 0| COM88| S | CommandID     82| FA52010405
2023-11-10 15:00:30.0987–TRACE–2023/11/10 15:00:30:0987| 0| COM88| R | CommandID     82| FA01043F120D0A
2023-11-10 15:00:30.1974–TRACE–2023/11/10 15:00:30:1974| 0| COM88| S | CommandID     83| FA52020405
2023-11-10 15:00:30.2241–TRACE–2023/11/10 15:00:30:2241| 0| COM88| R | CommandID     83| FA02042D450D0A
2023-11-10 15:00:30.3141–TRACE–2023/11/10 15:00:30:3140| 0| COM88| S | CommandID     84| FA52030405
2023-11-10 15:00:30.3344–TRACE–2023/11/10 15:00:30:3344| 0| COM88| R | CommandID     84| FA0304433F0D0A
2023-11-10 15:00:30.4270–TRACE–2023/11/10 15:00:30:4269| 0| COM88| S | CommandID     85| FA52010501
2023-11-10 15:00:30.4460–TRACE–2023/11/10 15:00:30:4460| 0| COM88| R | CommandID     85| FA0104011C0D0A
2023-11-10 15:00:30.5357–TRACE–2023/11/10 15:00:30:5357| 0| COM88| S | CommandID     86| FA52030501
2023-11-10 15:00:30.5518–TRACE–2023/11/10 15:00:30:5518| 0| COM88| R | CommandID     86| FA030401080D0A
2023-11-10 15:00:30.6483–TRACE–2023/11/10 15:00:30:6482| 0| COM88| S | CommandID     87| FA52020501
2023-11-10 15:00:30.6619–TRACE–2023/11/10 15:00:30:6619| 0| COM88| R | CommandID     87| FA020401200D0A
2023-11-10 15:00:31.1616–TRACE–2023/11/10 15:00:31:1616| 0| COM88| S | CommandID     88| FA52010405
2023-11-10 15:00:31.1775–TRACE–2023/11/10 15:00:31:1774| 0| COM88| R | CommandID     88| FA01043C2C0D0A
2023-11-10 15:00:31.2723–TRACE–2023/11/10 15:00:31:2723| 0| COM88| S | CommandID     89| FA52020405
2023-11-10 15:00:31.2874–TRACE–2023/11/10 15:00:31:2873| 0| COM88| R | CommandID     89| FA02044A3D0D0A
2023-11-10 15:00:31.3824–TRACE–2023/11/10 15:00:31:3824| 0| COM88| S | CommandID     90| FA52030405
2023-11-10 15:00:31.3955–TRACE–2023/11/10 15:00:31:3955| 0| COM88| R | CommandID     90| FA030411190D0A
2023-11-10 15:00:31.4927–TRACE–2023/11/10 15:00:31:4927| 0| COM88| S | CommandID     91| FA52010501
2023-11-10 15:00:31.5055–TRACE–2023/11/10 15:00:31:5055| 0| COM88| R | CommandID     91| FA0104014C0D0A
2023-11-10 15:00:31.6044–TRACE–2023/11/10 15:00:31:6044| 0| COM88| S | CommandID     92| FA52030501
2023-11-10 15:00:31.6162–TRACE–2023/11/10 15:00:31:6162| 0| COM88| R | CommandID     92| FA030401080D0A
2023-11-10 15:00:31.7162–TRACE–2023/11/10 15:00:31:7162| 0| COM88| S | CommandID     93| FA52020501
2023-11-10 15:00:31.7396–TRACE–2023/11/10 15:00:31:7396| 0| COM88| R | CommandID     93| FA020401380D0A
2023-11-10 15:00:32.2231–TRACE–2023/11/10 15:00:32:2230| 0| COM88| S | CommandID     94| FA52010405
2023-11-10 15:00:32.2383–TRACE–2023/11/10 15:00:32:2383| 0| COM88| R | CommandID     94| FA010424280D0A
2023-11-10 15:00:32.3336–TRACE–2023/11/10 15:00:32:3335| 0| COM88| S | CommandID     95| FA52020405
2023-11-10 15:00:32.3481–TRACE–2023/11/10 15:00:32:3481| 0| COM88| R | CommandID     95| FA0204453B0D0A
2023-11-10 15:00:32.4453–TRACE–2023/11/10 15:00:32:4453| 0| COM88| S | CommandID     96| FA52030405
2023-11-10 15:00:32.4596–TRACE–2023/11/10 15:00:32:4596| 0| COM88| R | CommandID     96| FA030413230D0A
2023-11-10 15:00:32.5556–TRACE–2023/11/10 15:00:32:5556| 0| COM88| S | CommandID     97| FA52010501
2023-11-10 15:00:32.5675–TRACE–2023/11/10 15:00:32:5675| 0| COM88| R | CommandID     97| FA0104011C0D0A
2023-11-10 15:00:32.6672–TRACE–2023/11/10 15:00:32:6671| 0| COM88| S | CommandID     98| FA52030501
2023-11-10 15:00:32.6777–TRACE–2023/11/10 15:00:32:6776| 0| COM88| R | CommandID     98| FA030401400D0A
2023-11-10 15:00:32.7837–TRACE–2023/11/10 15:00:32:7837| 0| COM88| S | CommandID     99| FA52020501
2023-11-10 15:00:32.8042–TRACE–2023/11/10 15:00:32:8042| 0| COM88| R | CommandID     99| FA020401580D0A
2023-11-10 15:00:33.2854–TRACE–2023/11/10 15:00:33:2853| 0| COM88| S | CommandID    100| FA52010405
2023-11-10 15:00:33.3020–TRACE–2023/11/10 15:00:33:3020| 0| COM88| R | CommandID    100| FA01044E3E0D0A
2023-11-10 15:00:33.3981–TRACE–2023/11/10 15:00:33:3980| 0| COM88| S | CommandID    101| FA52020405
2023-11-10 15:00:33.4107–TRACE–2023/11/10 15:00:33:4107| 0| COM88| R | CommandID    101| FA020440210D0A
2023-11-10 15:00:33.5098–TRACE–2023/11/10 15:00:33:5098| 0| COM88| S | CommandID    102| FA52030405
2023-11-10 15:00:33.5223–TRACE–2023/11/10 15:00:33:5223| 0| COM88| R | CommandID    102| FA03042F360D0A
2023-11-10 15:00:33.6234–TRACE–2023/11/10 15:00:33:6234| 0| COM88| S | CommandID    103| FA52010501
2023-11-10 15:00:33.6451–TRACE–2023/11/10 15:00:33:6451| 0| COM88| R | CommandID    103| FA010401080D0A
2023-11-10 15:00:33.7391–TRACE–2023/11/10 15:00:33:7391| 0| COM88| S | CommandID    104| FA52030501
2023-11-10 15:00:33.7565–TRACE–2023/11/10 15:00:33:7565| 0| COM88| R | CommandID    104| FA030401000D0A
2023-11-10 15:00:33.8539–TRACE–2023/11/10 15:00:33:8538| 0| COM88| S | CommandID    105| FA52020501
2023-11-10 15:00:33.8650–TRACE–2023/11/10 15:00:33:8650| 0| COM88| R | CommandID    105| FA020401000D0A
2023-11-10 15:00:34.3713–TRACE–2023/11/10 15:00:34:3713| 0| COM88| S | CommandID    106| FA52010405
2023-11-10 15:00:34.3979–TRACE–2023/11/10 15:00:34:3979| 0| COM88| R | CommandID    106| FA01042B200D0A
2023-11-10 15:00:34.4837–TRACE–2023/11/10 15:00:34:4837| 0| COM88| S | CommandID    107| FA52020405
2023-11-10 15:00:34.5060–TRACE–2023/11/10 15:00:34:5059| 0| COM88| R | CommandID    107| FA0204161F0D0A
2023-11-10 15:00:34.5984–TRACE–2023/11/10 15:00:34:5984| 0| COM88| S | CommandID    108| FA52030405
2023-11-10 15:00:34.6158–TRACE–2023/11/10 15:00:34:6157| 0| COM88| R | CommandID    108| FA03041E230D0A
2023-11-10 15:00:34.7091–TRACE–2023/11/10 15:00:34:7091| 0| COM88| S | CommandID    109| FA52010501
2023-11-10 15:00:34.7247–TRACE–2023/11/10 15:00:34:7247| 0| COM88| R | CommandID    109| FA010401180D0A
2023-11-10 15:00:34.8189–TRACE–2023/11/10 15:00:34:8188| 0| COM88| S | CommandID    110| FA52030501
2023-11-10 15:00:34.8333–TRACE–2023/11/10 15:00:34:8333| 0| COM88| R | CommandID    110| FA0304010C0D0A
2023-11-10 15:00:34.9254–TRACE–2023/11/10 15:00:34:9254| 0| COM88| S | CommandID    111| FA52020501
2023-11-10 15:00:34.9431–TRACE–2023/11/10 15:00:34:9431| 0| COM88| R | CommandID    111| FA0204013C0D0A
2023-11-10 15:00:35.4281–TRACE–2023/11/10 15:00:35:4281| 0| COM88| S | CommandID    112| FA52010405
2023-11-10 15:00:35.4424–TRACE–2023/11/10 15:00:35:4424| 0| COM88| R | CommandID    112| FA01041D370D0A
2023-11-10 15:00:35.5390–TRACE–2023/11/10 15:00:35:5390| 0| COM88| S | CommandID    113| FA52020405
2023-11-10 15:00:35.5519–TRACE–2023/11/10 15:00:35:5518| 0| COM88| R | CommandID    113| FA02042F370D0A
