2023-11-09 20:47:06.0750–TRACE–2023/11/09 20:47:06:0721| 1|  COM5| S | CommandID      0| FA57000201
2023-11-09 20:47:26.9306–TRACE–2023/11/09 20:47:26:9306| 1|  COM5| S | CommandID     18| FA52030403
2023-11-09 20:47:26.9485–TRACE–2023/11/09 20:47:26:9485| 1|  COM5| R | CommandID     18| FA03054359550D0A
2023-11-09 20:47:27.0425–TRACE–2023/11/09 20:47:27:0424| 1|  COM5| S | CommandID     19| FA52010404
2023-11-09 20:47:27.0572–TRACE–2023/11/09 20:47:27:0572| 1|  COM5| R | CommandID     19| FA01034B0D0A
2023-11-09 20:47:27.1522–TRACE–2023/11/09 20:47:27:1522| 1|  COM5| S | CommandID     20| FA52020404
2023-11-09 20:47:27.1657–TRACE–2023/11/09 20:47:27:1657| 1|  COM5| R | CommandID     20| FA02034B0D0A
2023-11-09 20:47:27.2630–TRACE–2023/11/09 20:47:27:2630| 1|  COM5| S | CommandID     21| FA52030404
2023-11-09 20:47:27.2760–TRACE–2023/11/09 20:47:27:2759| 1|  COM5| R | CommandID     21| FA03034B0D0A
2023-11-09 20:47:27.3741–TRACE–2023/11/09 20:47:27:3741| 1|  COM5| S | CommandID     22| FA52010405
2023-11-09 20:47:27.3843–TRACE–2023/11/09 20:47:27:3843| 1|  COM5| R | CommandID     22| FA010440440D0A
2023-11-09 20:47:27.4780–TRACE–2023/11/09 20:47:27:4780| 1|  COM5| S | CommandID     23| FA52020405
2023-11-09 20:47:27.4950–TRACE–2023/11/09 20:47:27:4950| 1|  COM5| R | CommandID     23| FA0204102C0D0A
2023-11-09 20:47:27.5894–TRACE–2023/11/09 20:47:27:5894| 1|  COM5| S | CommandID     24| FA52030405
2023-11-09 20:47:27.6058–TRACE–2023/11/09 20:47:27:6058| 1|  COM5| R | CommandID     24| FA030422360D0A
2023-11-09 20:47:27.6994–TRACE–2023/11/09 20:47:27:6994| 1|  COM5| S | CommandID     25| FA52010501
2023-11-09 20:47:27.7134–TRACE–2023/11/09 20:47:27:7134| 1|  COM5| R | CommandID     25| FA010401000D0A
2023-11-09 20:47:27.8110–TRACE–2023/11/09 20:47:27:8110| 1|  COM5| S | CommandID     26| FA52030501
2023-11-09 20:47:27.8236–TRACE–2023/11/09 20:47:27:8235| 1|  COM5| R | CommandID     26| FA0304011C0D0A
2023-11-09 20:47:27.9226–TRACE–2023/11/09 20:47:27:9226| 1|  COM5| S | CommandID     27| FA52020501
2023-11-09 20:47:27.9490–TRACE–2023/11/09 20:47:27:9490| 1|  COM5| R | CommandID     27| FA020401100D0A
2023-11-09 20:47:28.4313–TRACE–2023/11/09 20:47:28:4313| 1|  COM5| S | CommandID     28| FA52010405
2023-11-09 20:47:28.4479–TRACE–2023/11/09 20:47:28:4479| 1|  COM5| R | CommandID     28| FA010426210D0A
2023-11-09 20:47:28.5436–TRACE–2023/11/09 20:47:28:5436| 1|  COM5| S | CommandID     29| FA52020405
2023-11-09 20:47:28.5557–TRACE–2023/11/09 20:47:28:5557| 1|  COM5| R | CommandID     29| FA020423240D0A
2023-11-09 20:47:28.6553–TRACE–2023/11/09 20:47:28:6553| 1|  COM5| S | CommandID     30| FA52030405
2023-11-09 20:47:28.6658–TRACE–2023/11/09 20:47:28:6658| 1|  COM5| R | CommandID     30| FA0304182A0D0A
2023-11-09 20:47:28.7706–TRACE–2023/11/09 20:47:28:7706| 1|  COM5| S | CommandID     31| FA52010501
2023-11-09 20:47:28.7947–TRACE–2023/11/09 20:47:28:7947| 1|  COM5| R | CommandID     31| FA010401100D0A
2023-11-09 20:47:28.8748–TRACE–2023/11/09 20:47:28:8747| 1|  COM5| S | CommandID     32| FA52030501
2023-11-09 20:47:28.8847–TRACE–2023/11/09 20:47:28:8847| 1|  COM5| R | CommandID     32| FA030401280D0A
2023-11-09 20:47:28.9908–TRACE–2023/11/09 20:47:28:9907| 1|  COM5| S | CommandID     33| FA52020501
2023-11-09 20:47:29.0089–TRACE–2023/11/09 20:47:29:0089| 1|  COM5| R | CommandID     33| FA020401380D0A
2023-11-09 20:47:29.5005–TRACE–2023/11/09 20:47:29:5005| 1|  COM5| S | CommandID     34| FA52010405
2023-11-09 20:47:29.5105–TRACE–2023/11/09 20:47:29:5105| 1|  COM5| R | CommandID     34| FA0104423A0D0A
2023-11-09 20:47:29.6139–TRACE–2023/11/09 20:47:29:6139| 1|  COM5| S | CommandID     35| FA52020405
2023-11-09 20:47:29.6374–TRACE–2023/11/09 20:47:29:6374| 1|  COM5| R | CommandID     35| FA02042C390D0A
2023-11-09 20:47:29.7262–TRACE–2023/11/09 20:47:29:7262| 1|  COM5| S | CommandID     36| FA52030405
2023-11-09 20:47:29.7459–TRACE–2023/11/09 20:47:29:7459| 1|  COM5| R | CommandID     36| FA030427180D0A
2023-11-09 20:47:29.8387–TRACE–2023/11/09 20:47:29:8386| 1|  COM5| S | CommandID     37| FA52010501
2023-11-09 20:47:29.8544–TRACE–2023/11/09 20:47:29:8544| 1|  COM5| R | CommandID     37| FA010401140D0A
2023-11-09 20:47:29.9536–TRACE–2023/11/09 20:47:29:9536| 1|  COM5| S | CommandID     38| FA52030501
2023-11-09 20:47:29.9637–TRACE–2023/11/09 20:47:29:9637| 1|  COM5| R | CommandID     38| FA0304015C0D0A
2023-11-09 20:47:30.0648–TRACE–2023/11/09 20:47:30:0648| 1|  COM5| S | CommandID     39| FA52020501
2023-11-09 20:47:30.0898–TRACE–2023/11/09 20:47:30:0898| 1|  COM5| R | CommandID     39| FA0204013C0D0A
2023-11-09 20:49:29.9311–TRACE–2023/11/09 20:49:29:9286| 1|  COM5| S | CommandID      0| FA57000201
2023-11-09 20:49:29.9491–TRACE–2023/11/09 20:49:29:9491| 1|  COM5| R | CommandID      0| C30D0A
2023-11-09 20:49:31.9370–TRACE–2023/11/09 20:49:31:9370| 1|  COM5| S | CommandID      1| FA52010002
2023-11-09 20:49:31.9473–TRACE–2023/11/09 20:49:31:9472| 1|  COM5| R | CommandID      1| FA010403040D0A
2023-11-09 20:49:32.0511–TRACE–2023/11/09 20:49:32:0511| 1|  COM5| S | CommandID      2| FA52020002
2023-11-09 20:49:32.0742–TRACE–2023/11/09 20:49:32:0741| 1|  COM5| R | CommandID      2| FA020403040D0A
2023-11-09 20:49:32.1519–TRACE–2023/11/09 20:49:32:1519| 1|  COM5| S | CommandID      3| FA52030002
2023-11-09 20:49:32.1668–TRACE–2023/11/09 20:49:32:1668| 1|  COM5| R | CommandID      3| FA030403040D0A
2023-11-09 20:49:32.2619–TRACE–2023/11/09 20:49:32:2619| 1|  COM5| S | CommandID      4| FA52010001
2023-11-09 20:49:32.2776–TRACE–2023/11/09 20:49:32:2776| 1|  COM5| R | CommandID      4| FA010401020D0A
2023-11-09 20:49:32.3732–TRACE–2023/11/09 20:49:32:3732| 1|  COM5| S | CommandID      5| FA52020001
2023-11-09 20:49:32.3855–TRACE–2023/11/09 20:49:32:3855| 1|  COM5| R | CommandID      5| FA020401020D0A
2023-11-09 20:49:32.4839–TRACE–2023/11/09 20:49:32:4839| 1|  COM5| S | CommandID      6| FA52030001
2023-11-09 20:49:32.4944–TRACE–2023/11/09 20:49:32:4944| 1|  COM5| R | CommandID      6| FA030401020D0A
2023-11-09 20:49:32.5989–TRACE–2023/11/09 20:49:32:5989| 1|  COM5| S | CommandID      7| FA52010401
2023-11-09 20:49:32.6239–TRACE–2023/11/09 20:49:32:6239| 1|  COM5| R | CommandID      7| FA010A0101020304050607080D0A
2023-11-09 20:49:32.7083–TRACE–2023/11/09 20:49:32:7083| 1|  COM5| S | CommandID      8| FA52020401
2023-11-09 20:49:32.7326–TRACE–2023/11/09 20:49:32:7326| 1|  COM5| R | CommandID      8| FA020A0101020304050607080D0A
2023-11-09 20:49:32.8184–TRACE–2023/11/09 20:49:32:8183| 1|  COM5| S | CommandID      9| FA52030401
2023-11-09 20:49:32.8441–TRACE–2023/11/09 20:49:32:8440| 1|  COM5| R | CommandID      9| FA030A0101020304050607080D0A
2023-11-09 20:49:32.9245–TRACE–2023/11/09 20:49:32:9245| 1|  COM5| S | CommandID     10| FA52010101
2023-11-09 20:49:32.9512–TRACE–2023/11/09 20:49:32:9512| 1|  COM5| R | CommandID     10| FA0103640D0A
2023-11-09 20:49:33.0358–TRACE–2023/11/09 20:49:33:0357| 1|  COM5| S | CommandID     11| FA52020101
2023-11-09 20:49:33.0560–TRACE–2023/11/09 20:49:33:0560| 1|  COM5| R | CommandID     11| FA0203640D0A
2023-11-09 20:49:33.1492–TRACE–2023/11/09 20:49:33:1492| 1|  COM5| S | CommandID     12| FA52030101
2023-11-09 20:49:33.1655–TRACE–2023/11/09 20:49:33:1655| 1|  COM5| R | CommandID     12| FA0303640D0A
2023-11-09 20:49:33.2647–TRACE–2023/11/09 20:49:33:2647| 1|  COM5| S | CommandID     13| FA52010402
2023-11-09 20:49:33.2758–TRACE–2023/11/09 20:49:33:2758| 1|  COM5| R | CommandID     13| FA010400890D0A
2023-11-09 20:49:33.3758–TRACE–2023/11/09 20:49:33:3758| 1|  COM5| S | CommandID     14| FA52020402
2023-11-09 20:49:33.4017–TRACE–2023/11/09 20:49:33:4016| 1|  COM5| R | CommandID     14| FA020400850D0A
2023-11-09 20:49:33.4880–TRACE–2023/11/09 20:49:33:4879| 1|  COM5| S | CommandID     15| FA52030402
2023-11-09 20:49:33.5142–TRACE–2023/11/09 20:49:33:5142| 1|  COM5| R | CommandID     15| FA030400890D0A
2023-11-09 20:49:33.5975–TRACE–2023/11/09 20:49:33:5975| 1|  COM5| S | CommandID     16| FA52010403
2023-11-09 20:49:33.6192–TRACE–2023/11/09 20:49:33:6192| 1|  COM5| R | CommandID     16| FA01054155550D0A
2023-11-09 20:49:33.7119–TRACE–2023/11/09 20:49:33:7119| 1|  COM5| S | CommandID     17| FA52020403
2023-11-09 20:49:33.7291–TRACE–2023/11/09 20:49:33:7291| 1|  COM5| R | CommandID     17| FA02054359550D0A
2023-11-09 20:49:33.8236–TRACE–2023/11/09 20:49:33:8236| 1|  COM5| S | CommandID     18| FA52030403
2023-11-09 20:49:33.8376–TRACE–2023/11/09 20:49:33:8376| 1|  COM5| R | CommandID     18| FA03054155550D0A
2023-11-09 20:49:33.9323–TRACE–2023/11/09 20:49:33:9323| 1|  COM5| S | CommandID     19| FA52010404
2023-11-09 20:49:33.9469–TRACE–2023/11/09 20:49:33:9469| 1|  COM5| R | CommandID     19| FA01034B0D0A
2023-11-09 20:49:34.0432–TRACE–2023/11/09 20:49:34:0432| 1|  COM5| S | CommandID     20| FA52020404
2023-11-09 20:49:34.0577–TRACE–2023/11/09 20:49:34:0577| 1|  COM5| R | CommandID     20| FA02034B0D0A
2023-11-09 20:49:34.1570–TRACE–2023/11/09 20:49:34:1570| 1|  COM5| S | CommandID     21| FA52030404
2023-11-09 20:49:34.1833–TRACE–2023/11/09 20:49:34:1833| 1|  COM5| R | CommandID     21| FA03034B0D0A
2023-11-09 20:49:34.2676–TRACE–2023/11/09 20:49:34:2676| 1|  COM5| S | CommandID     22| FA52010405
2023-11-09 20:49:34.2914–TRACE–2023/11/09 20:49:34:2914| 1|  COM5| R | CommandID     22| FA01041C0B0D0A
2023-11-09 20:49:34.3687–TRACE–2023/11/09 20:49:34:3687| 1|  COM5| S | CommandID     23| FA52020405
2023-11-09 20:49:34.3853–TRACE–2023/11/09 20:49:34:3853| 1|  COM5| R | CommandID     23| FA0204264D0D0A
2023-11-09 20:49:34.4831–TRACE–2023/11/09 20:49:34:4831| 1|  COM5| S | CommandID     24| FA52030405
2023-11-09 20:49:34.4950–TRACE–2023/11/09 20:49:34:4950| 1|  COM5| R | CommandID     24| FA03042C230D0A
2023-11-09 20:49:34.5971–TRACE–2023/11/09 20:49:34:5971| 1|  COM5| S | CommandID     25| FA52010501
2023-11-09 20:49:34.6186–TRACE–2023/11/09 20:49:34:6186| 1|  COM5| R | CommandID     25| FA010401200D0A
2023-11-09 20:49:34.7119–TRACE–2023/11/09 20:49:34:7119| 1|  COM5| S | CommandID     26| FA52030501
2023-11-09 20:49:34.7298–TRACE–2023/11/09 20:49:34:7298| 1|  COM5| R | CommandID     26| FA0304012C0D0A
2023-11-09 20:49:34.8236–TRACE–2023/11/09 20:49:34:8235| 1|  COM5| S | CommandID     27| FA52020501
2023-11-09 20:49:34.8383–TRACE–2023/11/09 20:49:34:8383| 1|  COM5| R | CommandID     27| FA020401040D0A
2023-11-09 20:49:35.3379–TRACE–2023/11/09 20:49:35:3379| 1|  COM5| S | CommandID     28| FA52010405
2023-11-09 20:49:35.3554–TRACE–2023/11/09 20:49:35:3554| 1|  COM5| R | CommandID     28| FA010445210D0A
2023-11-09 20:49:35.4811–TRACE–2023/11/09 20:49:35:4811| 1|  COM5| S | CommandID     29| FA52020405
2023-11-09 20:49:35.4946–TRACE–2023/11/09 20:49:35:4946| 1|  COM5| R | CommandID     29| FA0204144F0D0A
2023-11-09 20:49:35.6423–TRACE–2023/11/09 20:49:35:6423| 1|  COM5| S | CommandID     30| FA52030405
2023-11-09 20:49:35.6683–TRACE–2023/11/09 20:49:35:6682| 1|  COM5| R | CommandID     30| FA030427390D0A
2023-11-09 20:49:35.7534–TRACE–2023/11/09 20:49:35:7534| 1|  COM5| S | CommandID     31| FA52010501
2023-11-09 20:49:35.7791–TRACE–2023/11/09 20:49:35:7791| 1|  COM5| R | CommandID     31| FA010401200D0A
2023-11-09 20:49:35.8645–TRACE–2023/11/09 20:49:35:8645| 1|  COM5| S | CommandID     32| FA52030501
2023-11-09 20:49:35.8897–TRACE–2023/11/09 20:49:35:8897| 1|  COM5| R | CommandID     32| FA030401000D0A
2023-11-09 20:49:35.9728–TRACE–2023/11/09 20:49:35:9728| 1|  COM5| S | CommandID     33| FA52020501
2023-11-09 20:49:35.9942–TRACE–2023/11/09 20:49:35:9942| 1|  COM5| R | CommandID     33| FA0204011C0D0A
2023-11-09 20:49:36.4794–TRACE–2023/11/09 20:49:36:4794| 1|  COM5| S | CommandID     34| FA52010405
2023-11-09 20:49:36.4939–TRACE–2023/11/09 20:49:36:4939| 1|  COM5| R | CommandID     34| FA0104372D0D0A
2023-11-09 20:49:36.5902–TRACE–2023/11/09 20:49:36:5901| 1|  COM5| S | CommandID     35| FA52020405
2023-11-09 20:49:36.6035–TRACE–2023/11/09 20:49:36:6034| 1|  COM5| R | CommandID     35| FA02040E0D0D0A
2023-11-09 20:49:36.6993–TRACE–2023/11/09 20:49:36:6993| 1|  COM5| S | CommandID     36| FA52030405
2023-11-09 20:49:36.7136–TRACE–2023/11/09 20:49:36:7136| 1|  COM5| R | CommandID     36| FA03043E2C0D0A
2023-11-09 20:49:36.8061–TRACE–2023/11/09 20:49:36:8061| 1|  COM5| S | CommandID     37| FA52010501
2023-11-09 20:49:36.8953–TRACE–2023/11/09 20:49:36:8953| 1|  COM5| R | CommandID     37| FA010405480D0A
2023-11-09 20:49:36.9211–TRACE–2023/11/09 20:49:36:9211| 1|  COM5| S | CommandID     38| FA52030501
2023-11-09 20:49:36.9318–TRACE–2023/11/09 20:49:36:9318| 1|  COM5| R | CommandID     38| FA030401000D0A
2023-11-09 20:49:37.0336–TRACE–2023/11/09 20:49:37:0336| 1|  COM5| S | CommandID     39| FA52020501
2023-11-09 20:49:37.0571–TRACE–2023/11/09 20:49:37:0571| 1|  COM5| R | CommandID     39| FA020401300D0A
2023-11-09 20:49:37.5402–TRACE–2023/11/09 20:49:37:5402| 1|  COM5| S | CommandID     40| FA52010405
2023-11-09 20:49:37.5564–TRACE–2023/11/09 20:49:37:5563| 1|  COM5| R | CommandID     40| FA010445280D0A
2023-11-09 20:49:37.6542–TRACE–2023/11/09 20:49:37:6542| 1|  COM5| S | CommandID     41| FA52020405
2023-11-09 20:49:37.6664–TRACE–2023/11/09 20:49:37:6664| 1|  COM5| R | CommandID     41| FA02040B2C0D0A
2023-11-09 20:49:37.7653–TRACE–2023/11/09 20:49:37:7653| 1|  COM5| S | CommandID     42| FA52030405
2023-11-09 20:49:37.7762–TRACE–2023/11/09 20:49:37:7762| 1|  COM5| R | CommandID     42| FA03042B2D0D0A
2023-11-09 20:49:37.8791–TRACE–2023/11/09 20:49:37:8791| 1|  COM5| S | CommandID     43| FA52010501
2023-11-09 20:49:37.9006–TRACE–2023/11/09 20:49:37:9006| 1|  COM5| R | CommandID     43| FA010401040D0A
2023-11-09 20:49:37.9948–TRACE–2023/11/09 20:49:37:9948| 1|  COM5| S | CommandID     44| FA52030501
2023-11-09 20:49:38.0108–TRACE–2023/11/09 20:49:38:0108| 1|  COM5| R | CommandID     44| FA030401440D0A
2023-11-09 20:49:38.1073–TRACE–2023/11/09 20:49:38:1073| 1|  COM5| S | CommandID     45| FA52020501
2023-11-09 20:49:38.1208–TRACE–2023/11/09 20:49:38:1207| 1|  COM5| R | CommandID     45| FA020401080D0A
2023-11-09 20:49:38.6084–TRACE–2023/11/09 20:49:38:6084| 1|  COM5| S | CommandID     46| FA52010405
2023-11-09 20:49:38.6195–TRACE–2023/11/09 20:49:38:6195| 1|  COM5| R | CommandID     46| FA01040A2C0D0A
2023-11-09 20:49:38.7194–TRACE–2023/11/09 20:49:38:7194| 1|  COM5| S | CommandID     47| FA52020405
2023-11-09 20:49:38.7441–TRACE–2023/11/09 20:49:38:7441| 1|  COM5| R | CommandID     47| FA0204241A0D0A
2023-11-09 20:49:38.8211–TRACE–2023/11/09 20:49:38:8210| 1|  COM5| S | CommandID     48| FA52030405
2023-11-09 20:49:38.8371–TRACE–2023/11/09 20:49:38:8371| 1|  COM5| R | CommandID     48| FA0304453D0D0A
2023-11-09 20:49:38.9341–TRACE–2023/11/09 20:49:38:9340| 1|  COM5| S | CommandID     49| FA52010501
2023-11-09 20:49:38.9462–TRACE–2023/11/09 20:49:38:9462| 1|  COM5| R | CommandID     49| FA010401480D0A
2023-11-09 20:49:39.0468–TRACE–2023/11/09 20:49:39:0468| 1|  COM5| S | CommandID     50| FA52030501
2023-11-09 20:49:39.0572–TRACE–2023/11/09 20:49:39:0572| 1|  COM5| R | CommandID     50| FA0304013C0D0A
2023-11-09 20:49:39.1597–TRACE–2023/11/09 20:49:39:1597| 1|  COM5| S | CommandID     51| FA52020501
2023-11-09 20:49:39.1818–TRACE–2023/11/09 20:49:39:1818| 1|  COM5| R | CommandID     51| FA020401440D0A
2023-11-09 20:49:39.6702–TRACE–2023/11/09 20:49:39:6701| 1|  COM5| S | CommandID     52| FA52010405
2023-11-09 20:49:39.6812–TRACE–2023/11/09 20:49:39:6812| 1|  COM5| R | CommandID     52| FA010426200D0A
2023-11-09 20:49:39.7805–TRACE–2023/11/09 20:49:39:7805| 1|  COM5| S | CommandID     53| FA52020405
2023-11-09 20:49:39.7922–TRACE–2023/11/09 20:49:39:7922| 1|  COM5| R | CommandID     53| FA020413460D0A
2023-11-09 20:49:39.8918–TRACE–2023/11/09 20:49:39:8918| 1|  COM5| S | CommandID     54| FA52030405
2023-11-09 20:49:39.9161–TRACE–2023/11/09 20:49:39:9160| 1|  COM5| R | CommandID     54| FA03041F0E0D0A
2023-11-09 20:49:40.0075–TRACE–2023/11/09 20:49:40:0075| 1|  COM5| S | CommandID     55| FA52010501
2023-11-09 20:49:40.0280–TRACE–2023/11/09 20:49:40:0280| 1|  COM5| R | CommandID     55| FA0104012C0D0A
2023-11-09 20:49:40.1186–TRACE–2023/11/09 20:49:40:1186| 1|  COM5| S | CommandID     56| FA52030501
2023-11-09 20:49:40.1349–TRACE–2023/11/09 20:49:40:1349| 1|  COM5| R | CommandID     56| FA030401440D0A
2023-11-09 20:49:40.2283–TRACE–2023/11/09 20:49:40:2282| 1|  COM5| S | CommandID     57| FA52020501
2023-11-09 20:49:40.2449–TRACE–2023/11/09 20:49:40:2448| 1|  COM5| R | CommandID     57| FA0204013C0D0A
2023-11-09 20:49:40.7298–TRACE–2023/11/09 20:49:40:7298| 1|  COM5| S | CommandID     58| FA52010405
2023-11-09 20:49:40.7446–TRACE–2023/11/09 20:49:40:7445| 1|  COM5| R | CommandID     58| FA0104142F0D0A
2023-11-09 20:49:40.8401–TRACE–2023/11/09 20:49:40:8401| 1|  COM5| S | CommandID     59| FA52020405
2023-11-09 20:49:40.8552–TRACE–2023/11/09 20:49:40:8552| 1|  COM5| R | CommandID     59| FA020422250D0A
2023-11-09 20:49:40.9503–TRACE–2023/11/09 20:49:40:9503| 1|  COM5| S | CommandID     60| FA52030405
2023-11-09 20:49:40.9629–TRACE–2023/11/09 20:49:40:9629| 1|  COM5| R | CommandID     60| FA030414140D0A
